NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;PIT_TIME;CLASS;GROUP;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;IM1_time;IM1_elapsed;IM2a_time;IM2a_elapsed;IM2_time;IM2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed
12;1;1;4:28.242;0;;1:47.303;0;1:16.413;0;1:24.526;0;87.4;4:28.242;14:31:13.451;1:47.303;1:16.413;1:24.526;183.1;0:00:56.630;Am;Legends;Toyota Gazoo Racing;FCY;107.303;76.413;84.526;1:17.422;1:17.422;29.881;1:47.303;34.764;2:22.067;41.649;3:03.716;50.296;3:54.012;34.23;4:28.242
12;1;2;3:53.743;0;;1:08.781;0;1:27.122;0;1:17.840;0;100.3;8:21.985;14:35:07.194;1:08.781;1:27.122;1:17.840;165.1;;Am;Legends;Toyota Gazoo Racing;FCY;68.781;87.122;77.84;33.472;33.472;35.309;1:08.781;41.128;1:49.909;45.994;2:35.903;38.631;3:14.534;39.209;3:53.743
12;1;3;3:21.559;0;;1:00.352;0;1:15.947;0;1:05.260;0;116.4;11:43.544;14:38:28.753;1:00.352;1:15.947;1:05.260;165.1;;Am;Legends;Toyota Gazoo Racing;GF;60.352;75.947;65.26;26.481;26.481;33.871;1:00.352;36.815;1:37.167;39.132;2:16.299;35.178;2:51.477;30.082;3:21.559
12;1;4;2:56.913;0;;50.480;0;1:07.956;0;58.477;0;132.6;14:40.457;14:41:25.666;0:50.480;1:07.956;0:58.477;194.2;;Am;Legends;Toyota Gazoo Racing;GF;50.48;67.956;58.477;21.580;21.580;28.9;50.480;34.015;1:24.495;33.941;1:58.436;31.463;2:29.899;27.014;2:56.913
12;1;5;2:54.888;0;;48.794;0;1:07.887;0;58.207;0;134.1;17:35.345;14:44:20.554;0:48.794;1:07.887;0:58.207;197.1;;Am;Legends;Toyota Gazoo Racing;GF;48.794;67.887;58.207;20.615;20.615;28.179;48.794;32.612;1:21.406;35.275;1:56.681;31.255;2:27.936;26.952;2:54.888
12;1;6;2:53.937;0;;49.538;0;1:06.458;0;57.941;0;134.8;20:29.282;14:47:14.491;0:49.538;1:06.458;0:57.941;198.2;;Am;Legends;Toyota Gazoo Racing;GF;49.538;66.458;57.941;21.171;21.171;28.367;49.538;32.663;1:22.201;33.795;1:55.996;31.031;2:27.027;26.91;2:53.937
12;1;7;2:52.906;0;;48.997;0;1:05.805;0;58.104;0;135.6;23:22.188;14:50:07.397;0:48.997;1:05.805;0:58.104;197.1;;Am;Legends;Toyota Gazoo Racing;GF;48.997;65.805;58.104;20.776;20.776;28.221;48.997;32.341;1:21.338;33.464;1:54.802;31.329;2:26.131;26.775;2:52.906
12;1;8;2:52.632;0;;49.317;0;1:05.131;0;58.184;0;135.9;26:14.820;14:53:00.029;0:49.317;1:05.131;0:58.184;197.1;;Am;Legends;Toyota Gazoo Racing;GF;49.317;65.131;58.184;20.831;20.831;28.486;49.317;32.097;1:21.414;33.034;1:54.448;31.557;2:26.005;26.627;2:52.632
12;1;9;2:51.419;0;;48.701;0;1:05.391;0;57.327;0;136.8;29:06.239;14:55:51.448;0:48.701;1:05.391;0:57.327;200.0;;Am;Legends;Toyota Gazoo Racing;GF;48.701;65.391;57.327;20.704;20.704;27.997;48.701;31.956;1:20.657;33.435;1:54.092;30.746;2:24.838;26.581;2:51.419
12;1;10;2:52.668;0;;48.911;0;1:05.853;0;57.904;0;135.8;31:58.907;14:58:44.116;0:48.911;1:05.853;0:57.904;198.2;;Am;Legends;Toyota Gazoo Racing;GF;48.911;65.853;57.904;20.732;20.732;28.179;48.911;31.99;1:20.901;33.863;1:54.764;31.649;2:26.413;26.255;2:52.668
12;1;11;2:50.422;0;;48.600;0;1:04.704;0;57.118;0;137.6;34:49.329;15:01:34.538;0:48.600;1:04.704;0:57.118;198.2;;Am;Legends;Toyota Gazoo Racing;GF;48.6;64.704;57.118;20.266;20.266;28.334;48.600;31.992;1:20.592;32.712;1:53.304;30.717;2:24.021;26.401;2:50.422
12;1;12;2:49.791;0;;48.339;0;1:04.198;0;57.254;0;138.1;37:39.120;15:04:24.329;0:48.339;1:04.198;0:57.254;200.0;;Am;Legends;Toyota Gazoo Racing;GF;48.339;64.198;57.254;20.545;20.545;27.794;48.339;31.684;1:20.023;32.514;1:52.537;31.072;2:23.609;26.182;2:49.791
12;1;13;2:48.533;2;;48.150;0;1:03.512;2;56.871;2;139.2;40:27.653;15:07:12.862;0:48.150;1:03.512;0:56.871;200.0;;Am;Legends;Toyota Gazoo Racing;GF;48.15;63.512;56.871;20.378;20.378;27.772;48.150;31.087;1:19.237;32.425;1:51.662;30.565;2:22.227;26.306;2:48.533
12;1;14;2:49.456;0;;48.010;2;1:04.098;0;57.348;0;138.4;43:17.109;15:10:02.318;0:48.010;1:04.098;0:57.348;202.2;;Am;Legends;Toyota Gazoo Racing;GF;48.01;64.098;57.348;20.503;20.503;27.507;48.010;30.961;1:18.971;33.137;1:52.108;30.982;2:23.090;26.366;2:49.456
12;1;15;2:49.763;0;;48.538;0;1:04.304;0;56.921;0;138.1;46:06.872;15:12:52.081;0:48.538;1:04.304;0:56.921;198.2;;Am;Legends;Toyota Gazoo Racing;FF;48.538;64.304;56.921;20.745;20.745;27.793;48.538;31.432;1:19.970;32.872;1:52.842;30.639;2:23.481;26.282;2:49.763
13;1;1;4:16.349;0;;1:20.810;0;1:30.504;0;1:25.035;0;91.5;4:16.349;14:31:01.558;1:20.810;1:30.504;1:25.035;160.0;0:00:21.849;Am;;Toyota Gazoo Racing;FCY;80.81;90.504;85.035;40.331;40.331;40.479;1:20.810;44.104;2:04.914;46.4;2:51.314;48.622;3:39.936;36.413;4:16.349
13;1;2;3:49.266;0;;1:07.244;0;1:26.088;0;1:15.934;0;102.3;8:05.615;14:34:50.824;1:07.244;1:26.088;1:15.934;154.1;;Am;;Toyota Gazoo Racing;FCY;67.244;86.088;75.934;29.032;29.032;38.212;1:07.244;42.559;1:49.803;43.529;2:33.332;41.049;3:14.381;34.885;3:49.266
13;1;3;3:30.642;0;;1:02.070;0;1:18.538;0;1:10.034;0;111.3;11:36.257;14:38:21.466;1:02.070;1:18.538;1:10.034;156.1;;Am;;Toyota Gazoo Racing;GF;62.07;78.538;70.034;26.568;26.568;35.502;1:02.070;37.455;1:39.525;41.083;2:20.608;39.911;3:00.519;30.123;3:30.642
13;1;4;2:51.162;0;;48.045;0;1:05.378;0;57.739;0;137.0;14:27.419;14:41:12.628;0:48.045;1:05.378;0:57.739;203.0;;Am;;Toyota Gazoo Racing;GF;48.045;65.378;57.739;20.348;20.348;27.697;48.045;31.813;1:19.858;33.565;1:53.423;31.628;2:25.051;26.111;2:51.162
13;1;5;2:49.410;0;;47.789;0;1:05.227;0;56.394;0;138.4;17:16.829;14:44:02.038;0:47.789;1:05.227;0:56.394;203.0;;Am;;Toyota Gazoo Racing;GF;47.789;65.227;56.394;19.938;19.938;27.851;47.789;32.135;1:19.924;33.092;1:53.016;30.735;2:23.751;25.659;2:49.410
13;1;6;2:49.025;0;;48.021;0;1:04.647;0;56.357;0;138.8;20:05.854;14:46:51.063;0:48.021;1:04.647;0:56.357;204.2;;Am;;Toyota Gazoo Racing;GF;48.021;64.647;56.357;20.079;20.079;27.942;48.021;31.588;1:19.609;33.059;1:52.668;30.565;2:23.233;25.792;2:49.025
13;1;7;2:49.666;0;;48.034;0;1:05.601;0;56.031;0;138.2;22:55.520;14:49:40.729;0:48.034;1:05.601;0:56.031;205.3;;Am;;Toyota Gazoo Racing;GF;48.034;65.601;56.031;20.256;20.256;27.778;48.034;32.644;1:20.678;32.957;1:53.635;30.278;2:23.913;25.753;2:49.666
13;1;8;2:47.938;0;;47.711;0;1:04.206;0;56.021;0;139.7;25:43.458;14:52:28.667;0:47.711;1:04.206;0:56.021;201.1;;Am;;Toyota Gazoo Racing;GF;47.711;64.206;56.021;19.923;19.923;27.788;47.711;31.378;1:19.089;32.828;1:51.917;30.144;2:22.061;25.877;2:47.938
13;1;9;2:47.306;0;;47.383;0;1:04.313;0;55.610;0;140.2;28:30.764;14:55:15.973;0:47.383;1:04.313;0:55.610;204.2;;Am;;Toyota Gazoo Racing;GF;47.383;64.313;55.61;19.821;19.821;27.562;47.383;31.689;1:19.072;32.624;1:51.696;29.882;2:21.578;25.728;2:47.306
13;1;10;2:46.375;0;;47.423;0;1:03.593;0;55.359;0;141.0;31:17.139;14:58:02.348;0:47.423;1:03.593;0:55.359;202.2;;Am;;Toyota Gazoo Racing;GF;47.423;63.593;55.359;19.850;19.850;27.573;47.423;31.208;1:18.631;32.385;1:51.016;29.951;2:20.967;25.408;2:46.375
13;1;11;2:47.574;0;;47.253;0;1:04.465;0;55.856;0;140.0;34:04.713;15:00:49.922;0:47.253;1:04.465;0:55.856;204.2;;Am;;Toyota Gazoo Racing;GF;47.253;64.465;55.856;19.764;19.764;27.489;47.253;31.448;1:18.701;33.017;1:51.718;30.276;2:21.994;25.58;2:47.574
13;1;12;2:45.910;0;;;0;;0;55.769;0;141.4;36:50.623;15:03:35.832;;;0:55.769;207.3;;Am;;Toyota Gazoo Racing;GF;;;55.769;19.786;19.786;;;;1:18.222;31.919;1:50.141;29.813;2:19.954;25.956;2:45.910
13;1;13;2:45.772;0;;46.666;0;1:03.215;0;55.891;0;141.5;39:36.395;15:06:21.604;0:46.666;1:03.215;0:55.891;206.1;;Am;;Toyota Gazoo Racing;GF;46.666;63.215;55.891;19.617;19.617;27.049;46.666;30.801;1:17.467;32.414;1:49.881;29.709;2:19.590;26.182;2:45.772
13;1;14;2:43.417;2;;46.809;0;1:01.952;2;54.656;2;143.5;42:19.812;15:09:05.021;0:46.809;1:01.952;0:54.656;204.2;;Am;;Toyota Gazoo Racing;GF;46.809;61.952;54.656;19.797;19.797;27.012;46.809;30.205;1:17.014;31.747;1:48.761;29.261;2:18.022;25.395;2:43.417
13;1;15;2:44.678;0;;46.576;2;1:03.345;0;54.757;0;142.4;45:04.490;15:11:49.699;0:46.576;1:03.345;0:54.757;206.1;;Am;;Toyota Gazoo Racing;FF;46.576;63.345;54.757;19.663;19.663;26.913;46.576;31.022;1:17.598;32.323;1:49.921;29.546;2:19.467;25.211;2:44.678
15;1;1;4:25.615;0;;1:37.342;0;1:23.457;0;1:24.816;0;88.3;4:25.615;14:31:10.824;1:37.342;1:23.457;1:24.816;186.2;0:00:47.426;Am;;Toyota Gazoo Racing;FCY;97.342;83.457;84.816;1:07.527;1:07.527;29.815;1:37.342;37.489;2:14.831;45.968;3:00.799;48.79;3:49.589;36.026;4:25.615
15;1;2;3:52.182;0;;1:08.441;0;1:25.974;0;1:17.767;0;101.0;8:17.797;14:35:03.006;1:08.441;1:25.974;1:17.767;155.2;;Am;;Toyota Gazoo Racing;FCY;68.441;85.974;77.767;32.715;32.715;35.726;1:08.441;42.1;1:50.541;43.874;2:34.415;39.702;3:14.117;38.065;3:52.182
15;1;3;3:24.491;0;;1:01.887;0;1:14.771;0;1:07.833;0;114.7;11:42.288;14:38:27.497;1:01.887;1:14.771;1:07.833;154.1;;Am;;Toyota Gazoo Racing;GF;61.887;74.771;67.833;27.618;27.618;34.269;1:01.887;35.267;1:37.154;39.504;2:16.658;37.384;2:54.042;30.449;3:24.491
15;1;4;2:54.756;0;;48.675;0;1:06.809;0;59.272;0;134.2;14:37.044;14:41:22.253;0:48.675;1:06.809;0:59.272;200.0;;Am;;Toyota Gazoo Racing;GF;48.675;66.809;59.272;20.706;20.706;27.969;48.675;32.703;1:21.378;34.106;1:55.484;33.233;2:28.717;26.039;2:54.756
15;1;5;2:51.948;0;;48.586;0;1:06.427;0;56.935;0;136.4;17:28.992;14:44:14.201;0:48.586;1:06.427;0:56.935;201.1;;Am;;Toyota Gazoo Racing;GF;48.586;66.427;56.935;20.445;20.445;28.141;48.586;32.392;1:20.978;34.035;1:55.013;30.958;2:25.971;25.977;2:51.948
15;1;6;2:52.368;0;;48.235;0;1:07.472;0;56.661;0;136.1;20:21.360;14:47:06.569;0:48.235;1:07.472;0:56.661;202.2;;Am;;Toyota Gazoo Racing;GF;48.235;67.472;56.661;20.262;20.262;27.973;48.235;33.708;1:21.943;33.764;1:55.707;30.68;2:26.387;25.981;2:52.368
