NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;PIT_TIME;CLASS;GROUP;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;IM1_time;IM1_elapsed;IM2a_time;IM2a_elapsed;IM2_time;IM2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed
3;1;11;2:10.322;0;;46.050;0;48.92;0;35.352;0;145.4;24:05.785;13:10:44.682;0:46.050;0:48.920;0:35.352;;;Am;;Toyota Gazoo Racing;GF;46.05;48.92;35.352;26.1;26.1;19.95;46.050;19.13;1:05.180;29.79;1:34.970;13.896;1:48.866;21.456;2:10.322
3;1;12;2:10.197;0;;45.885;2;48.701;2;35.611;0;145.5;26:15.982;13:12:54.879;0:45.885;0:48.701;0:35.611;;;Am;;Toyota Gazoo Racing;GF;45.885;48.701;35.611;26.076;26.076;19.809;45.885;18.993;1:04.878;29.708;1:34.586;14.109;1:48.695;21.502;2:10.197
3;1;13;2:10.289;0;;;0;;0;;0;145.4;28:26.271;13:15:05.168;;;;;;Am;;Toyota Gazoo Racing;GF;;;;26.107;26.107;;;;1:04.933;;;;1:48.839;21.450;2:10.289
3;1;14;2:09.662;2;;45.905;0;48.704;0;35.053;2;146.1;30:35.933;13:17:14.830;0:45.905;0:48.704;0:35.053;;;Am;;Toyota Gazoo Racing;GF;45.905;48.704;35.053;26.074;26.074;19.831;45.905;18.983;1:04.888;29.721;1:34.609;13.782;1:48.391;21.271;2:09.662
3;1;15;2:10.653;0;;46.427;0;48.705;0;35.521;0;145.0;32:46.586;13:19:25.483;0:46.427;0:48.705;0:35.521;;;Am;;Toyota Gazoo Racing;GF;46.427;48.705;35.521;26.438;26.438;19.989;46.427;19.0;1:05.427;29.705;1:35.132;14.034;1:49.166;21.487;2:10.653
3;1;16;2:11.143;0;;46.593;0;49.222;0;35.328;0;144.5;34:57.729;13:21:36.626;0:46.593;0:49.222;0:35.328;;;Am;;Toyota Gazoo Racing;GF;46.593;49.222;35.328;26.464;26.464;20.129;46.593;19.41;1:06.003;29.812;1:35.815;13.927;1:49.742;21.401;2:11.143
3;1;17;2:11.525;0;;46.573;0;49.226;0;35.726;0;144.0;37:09.254;13:23:48.151;0:46.573;0:49.226;0:35.726;;;Am;;Toyota Gazoo Racing;GF;46.573;49.226;35.726;26.476;26.476;20.097;46.573;19.253;1:05.826;29.973;1:35.799;14.13;1:49.929;21.596;2:11.525
3;1;18;2:11.487;0;;47.163;0;48.731;0;35.593;0;144.1;39:20.741;13:25:59.638;0:47.163;0:48.731;0:35.593;;;Am;;Toyota Gazoo Racing;GF;47.163;48.731;35.593;26.942;26.942;20.221;47.163;19.017;1:06.180;29.714;1:35.894;14.155;1:50.049;21.438;2:11.487
3;1;19;2:12.009;0;;47.843;0;48.916;0;35.250;0;143.5;41:32.750;13:28:11.647;0:47.843;0:48.916;0:35.250;;;Am;;Toyota Gazoo Racing;GF;47.843;48.916;35.25;27.062;27.062;20.781;47.843;19.151;1:06.994;29.765;1:36.759;13.953;1:50.712;21.297;2:12.009
3;1;20;2:12.036;0;;47.517;0;48.92;0;35.599;0;143.5;43:44.786;13:30:23.683;0:47.517;0:48.920;0:35.599;;;Am;;Toyota Gazoo Racing;GF;47.517;48.92;35.599;27.103;27.103;20.414;47.517;18.939;1:06.456;29.981;1:36.437;14.114;1:50.551;21.485;2:12.036
3;1;21;2:11.808;0;;46.563;0;49.664;0;35.581;0;143.7;45:56.594;13:32:35.491;0:46.563;0:49.664;0:35.581;;;Am;;Toyota Gazoo Racing;FF;46.563;49.664;35.581;26.219;26.219;20.344;46.563;19.247;1:05.810;30.417;1:36.227;14.061;1:50.288;21.520;2:11.808
111;1;1;2:19.721;0;;51.995;0;52.395;0;35.331;0;135.6;2:19.721;12:48:58.618;0:51.995;0:52.395;0:35.331;;;Am;;Toyota Gazoo Racing;GF;51.995;52.395;35.331;29.718;29.718;22.277;51.995;19.678;1:11.673;32.717;1:44.390;14.041;1:58.431;21.290;2:19.721
111;1;2;2:09.572;0;;45.927;0;48.517;0;35.128;0;146.2;4:29.293;12:51:08.190;0:45.927;0:48.517;0:35.128;;;Am;;Toyota Gazoo Racing;GF;45.927;48.517;35.128;26.036;26.036;19.891;45.927;18.857;1:04.784;29.66;1:34.444;14.024;1:48.468;21.104;2:09.572
111;1;3;2:09.749;0;;46.534;0;48.447;0;34.768;2;146.0;6:39.042;12:53:17.939;0:46.534;0:48.447;0:34.768;;;Am;;Toyota Gazoo Racing;GF;46.534;48.447;34.768;26.351;26.351;20.183;46.534;18.935;1:05.469;29.512;1:34.981;13.813;1:48.794;20.955;2:09.749
111;1;4;2:10.155;0;;46.228;0;48.649;0;35.278;0;145.6;8:49.197;12:55:28.094;0:46.228;0:48.649;0:35.278;;;Am;;Toyota Gazoo Racing;GF;46.228;48.649;35.278;26.293;26.293;19.935;46.228;18.937;1:05.165;29.712;1:34.877;14.01;1:48.887;21.268;2:10.155
111;1;5;2:09.423;0;;45.807;0;48.659;0;34.957;0;146.4;10:58.620;12:57:37.517;0:45.807;0:48.659;0:34.957;;;Am;;Toyota Gazoo Racing;GF;45.807;48.659;34.957;25.875;25.875;19.932;45.807;18.985;1:04.792;29.674;1:34.466;13.841;1:48.307;21.116;2:09.423
111;1;6;2:09.467;0;;45.808;0;48.583;0;35.076;0;146.3;13:08.087;12:59:46.984;0:45.808;0:48.583;0:35.076;;;Am;;Toyota Gazoo Racing;GF;45.808;48.583;35.076;25.876;25.876;19.932;45.808;18.924;1:04.732;29.659;1:34.391;14.028;1:48.419;21.048;2:09.467
111;1;7;2:09.592;0;;45.768;2;48.802;0;35.022;0;146.2;15:17.679;13:01:56.576;0:45.768;0:48.802;0:35.022;;;Am;;Toyota Gazoo Racing;GF;45.768;48.802;35.022;25.886;25.886;19.882;45.768;19.076;1:04.844;29.726;1:34.570;13.919;1:48.489;21.103;2:09.592
111;1;8;2:09.739;0;;46.012;0;48.679;0;35.048;0;146.0;17:27.418;13:04:06.315;0:46.012;0:48.679;0:35.048;;;Am;;Toyota Gazoo Racing;GF;46.012;48.679;35.048;26.048;26.048;19.964;46.012;18.938;1:04.950;29.741;1:34.691;14.073;1:48.764;20.975;2:09.739
111;1;9;2:10.049;0;;46.017;0;48.921;0;35.111;0;145.7;19:37.467;13:06:16.364;0:46.017;0:48.921;0:35.111;;;Am;;Toyota Gazoo Racing;GF;46.017;48.921;35.111;26.016;26.016;20.001;46.017;19.149;1:05.166;29.772;1:34.938;13.998;1:48.936;21.113;2:10.049
111;1;10;2:09.984;0;;46.279;0;48.508;0;35.197;0;145.7;21:47.451;13:08:26.348;0:46.279;0:48.508;0:35.197;;;Am;;Toyota Gazoo Racing;GF;46.279;48.508;35.197;26.208;26.208;20.071;46.279;18.925;1:05.204;29.583;1:34.787;14.136;1:48.923;21.061;2:09.984
111;1;11;2:09.800;0;;45.909;0;48.733;0;35.158;0;146.0;23:57.251;13:10:36.148;0:45.909;0:48.733;0:35.158;;;Am;;Toyota Gazoo Racing;GF;45.909;48.733;35.158;25.938;25.938;19.971;45.909;18.881;1:04.790;29.852;1:34.642;14.058;1:48.700;21.100;2:09.800
111;1;12;2:09.572;0;;45.806;0;48.725;0;35.041;0;146.2;26:06.823;13:12:45.720;0:45.806;0:48.725;0:35.041;;;Am;;Toyota Gazoo Racing;GF;45.806;48.725;35.041;25.886;25.886;19.92;45.806;18.867;1:04.673;29.858;1:34.531;13.862;1:48.393;21.179;2:09.572
111;1;13;2:10.004;0;;;0;;0;;0;145.7;28:16.827;13:14:55.724;;;;;;Am;;Toyota Gazoo Racing;GF;;;;26.188;26.188;;;;1:05.126;;;;1:48.885;21.119;2:10.004
111;1;14;2:09.658;0;;;0;;0;35.146;0;146.1;30:26.485;13:17:05.382;;;0:35.146;;;Am;;Toyota Gazoo Racing;GF;;;35.146;25.979;25.979;;;;1:04.765;29.747;1:34.512;13.929;1:48.441;21.217;2:09.658
111;1;15;2:09.713;0;;46.093;0;48.53;0;35.090;0;146.1;32:36.198;13:19:15.095;0:46.093;0:48.530;0:35.090;;;Am;;Toyota Gazoo Racing;GF;46.093;48.53;35.09;26.077;26.077;20.016;46.093;18.811;1:04.904;29.719;1:34.623;13.926;1:48.549;21.164;2:09.713
111;1;16;2:09.328;0;;45.793;0;48.469;0;35.066;0;146.5;34:45.526;13:21:24.423;0:45.793;0:48.469;0:35.066;;;Am;;Toyota Gazoo Racing;GF;45.793;48.469;35.066;25.913;25.913;19.88;45.793;18.883;1:04.676;29.586;1:34.262;14.008;1:48.270;21.058;2:09.328
111;1;17;2:09.357;0;;45.976;0;48.353;0;35.028;0;146.5;36:54.883;13:23:33.780;0:45.976;0:48.353;0:35.028;;;Am;;Toyota Gazoo Racing;GF;45.976;48.353;35.028;25.921;25.921;20.055;45.976;18.824;1:04.800;29.529;1:34.329;13.945;1:48.274;21.083;2:09.357
111;1;18;2:09.171;2;;45.969;0;48.253;2;34.949;0;146.7;39:04.054;13:25:42.951;0:45.969;0:48.253;0:34.949;;;Am;;Toyota Gazoo Racing;GF;45.969;48.253;34.949;26.008;26.008;19.961;45.969;18.897;1:04.866;29.356;1:34.222;13.865;1:48.087;21.084;2:09.171
111;1;19;2:09.681;0;;46.139;0;48.519;0;35.023;0;146.1;41:13.735;13:27:52.632;0:46.139;0:48.519;0:35.023;;;Am;;Toyota Gazoo Racing;GF;46.139;48.519;35.023;26.106;26.106;20.033;46.139;19.014;1:05.153;29.505;1:34.658;13.899;1:48.557;21.124;2:09.681
111;1;20;2:09.567;0;;46.097;0;48.601;0;34.869;0;146.2;43:23.302;13:30:02.199;0:46.097;0:48.601;0:34.869;;;Am;;Toyota Gazoo Racing;GF;46.097;48.601;34.869;26.13;26.13;19.967;46.097;18.96;1:05.057;29.641;1:34.698;13.802;1:48.500;21.067;2:09.567
111;1;21;2:09.889;0;;46.245;0;48.59;0;35.054;0;145.9;45:33.191;13:32:12.088;0:46.245;0:48.590;0:35.054;;;Am;;Toyota Gazoo Racing;FF;46.245;48.59;35.054;26.117;26.117;20.128;46.245;18.994;1:05.239;29.596;1:34.835;13.828;1:48.663;21.226;2:09.889
113;1;1;2:21.963;0;;52.189;0;54.126;0;35.648;0;133.5;2:21.963;12:49:00.860;0:52.189;0:54.126;0:35.648;;;Am;;Toyota Gazoo Racing;GF;52.189;54.126;35.648;29.779;29.779;22.41;52.189;19.872;1:12.061;34.254;1:46.315;14.22;2:00.535;21.428;2:21.963
113;1;2;2:12.977;0;;46.876;0;49.106;0;36.995;0;142.5;4:34.940;12:51:13.837;0:46.876;0:49.106;0:36.995;;;Am;;Toyota Gazoo Racing;GF;46.876;49.106;36.995;26.532;26.532;20.344;46.876;19.363;1:06.239;29.743;1:35.982;14.122;1:50.104;22.873;2:12.977
113;1;3;2:11.196;0;;46.775;0;48.671;0;35.750;0;144.4;6:46.136;12:53:25.033;0:46.775;0:48.671;0:35.750;;;Am;;Toyota Gazoo Racing;GF;46.775;48.671;35.75;26.743;26.743;20.032;46.775;18.982;1:05.757;29.689;1:35.446;14.408;1:49.854;21.342;2:11.196
113;1;4;2:12.048;0;;48.459;0;48.397;2;35.192;0;143.5;8:58.184;12:55:37.081;0:48.459;0:48.397;0:35.192;;;Am;;Toyota Gazoo Racing;GF;48.459;48.397;35.192;28.413;28.413;20.046;48.459;18.934;1:07.393;29.463;1:36.856;13.973;1:50.829;21.219;2:12.048
113;1;5;2:10.519;0;;46.510;0;48.712;0;35.297;0;145.2;11:08.703;12:57:47.600;0:46.510;0:48.712;0:35.297;;;Am;;Toyota Gazoo Racing;GF;46.51;48.712;35.297;26.302;26.302;20.208;46.510;18.978;1:05.488;29.734;1:35.222;14.051;1:49.273;21.246;2:10.519
113;1;6;2:10.305;0;;46.295;0;48.901;0;35.109;0;145.4;13:19.008;12:59:57.905;0:46.295;0:48.901;0:35.109;;;Am;;Toyota Gazoo Racing;GF;46.295;48.901;35.109;26.262;26.262;20.033;46.295;19.056;1:05.351;29.845;1:35.196;13.828;1:49.024;21.281;2:10.305
113;1;7;2:09.498;2;;46.241;0;48.413;0;34.844;2;146.3;15:28.506;13:02:07.403;0:46.241;0:48.413;0:34.844;;;Am;;Toyota Gazoo Racing;GF;46.241;48.413;34.844;26.204;26.204;20.037;46.241;18.975;1:05.216;29.438;1:34.654;13.759;1:48.413;21.085;2:09.498
113;1;8;2:10.585;0;;46.674;0;48.752;0;35.159;0;145.1;17:39.091;13:04:17.988;0:46.674;0:48.752;0:35.159;;;Am;;Toyota Gazoo Racing;GF;46.674;48.752;35.159;26.461;26.461;20.213;46.674;19.129;1:05.803;29.623;1:35.426;13.998;1:49.424;21.161;2:10.585
113;1;9;2:10.255;0;;46.383;0;48.735;0;35.137;0;145.4;19:49.346;13:06:28.243;0:46.383;0:48.735;0:35.137;;;Am;;Toyota Gazoo Racing;GF;46.383;48.735;35.137;26.341;26.341;20.042;46.383;19.062;1:05.445;29.673;1:35.118;13.809;1:48.927;21.328;2:10.255
113;1;10;2:10.406;0;;46.360;0;48.971;0;35.075;0;145.3;21:59.752;13:08:38.649;0:46.360;0:48.971;0:35.075;;;Am;;Toyota Gazoo Racing;GF;46.36;48.971;35.075;26.157;26.157;20.203;46.360;19.158;1:05.518;29.813;1:35.331;13.841;1:49.172;21.234;2:10.406
113;1;11;2:10.016;0;;46.268;0;48.655;0;35.093;0;145.7;24:09.768;13:10:48.665;0:46.268;0:48.655;0:35.093;;;Am;;Toyota Gazoo Racing;GF;46.268;48.655;35.093;25.94;25.94;20.328;46.268;18.979;1:05.247;29.676;1:34.923;13.799;1:48.722;21.294;2:10.016
113;1;12;2:09.499;0;;46.030;2;48.443;0;35.026;0;146.3;26:19.267;13:12:58.164;0:46.030;0:48.443;0:35.026;;;Am;;Toyota Gazoo Racing;GF;46.03;48.443;35.026;25.996;25.996;20.034;46.030;18.851;1:04.881;29.592;1:34.473;13.865;1:48.338;21.161;2:09.499
113;1;13;2:10.242;0;;;0;;0;;0;145.5;28:29.509;13:15:08.406;;;;;;Am;;Toyota Gazoo Racing;GF;;;;26.463;26.463;;;;1:05.349;;;;1:49.026;21.216;2:10.242
113;1;14;2:09.985;0;;46.108;0;48.841;0;35.036;0;145.7;30:39.494;13:17:18.391;0:46.108;0:48.841;0:35.036;;;Am;;Toyota Gazoo Racing;GF;46.108;48.841;35.036;26.001;26.001;20.107;46.108;18.999;1:05.107;29.842;1:34.949;13.765;1:48.714;21.271;2:09.985
113;1;15;2:10.440;0;;46.283;0;49.041;0;35.116;0;145.2;32:49.934;13:19:28.831;0:46.283;0:49.041;0:35.116;;;Am;;Toyota Gazoo Racing;GF;46.283;49.041;35.116;26.117;26.117;20.166;46.283;19.102;1:05.385;29.939;1:35.324;13.866;1:49.190;21.250;2:10.440
113;1;16;2:09.815;0;;46.281;0;48.523;0;35.011;0;145.9;34:59.749;13:21:38.646;0:46.281;0:48.523;0:35.011;;;Am;;Toyota Gazoo Racing;GF;46.281;48.523;35.011;26.154;26.154;20.127;46.281;18.929;1:05.210;29.594;1:34.804;13.745;1:48.549;21.266;2:09.815
113;1;17;2:09.909;0;;46.167;0;48.633;0;35.109;0;145.8;37:09.658;13:23:48.555;0:46.167;0:48.633;0:35.109;;;Am;;Toyota Gazoo Racing;GF;46.167;48.633;35.109;26.1;26.1;20.067;46.167;18.951;1:05.118;29.682;1:34.800;13.819;1:48.619;21.290;2:09.909
113;1;18;2:11.230;0;;47.096;0;48.838;0;35.296;0;144.4;39:20.888;13:25:59.785;0:47.096;0:48.838;0:35.296;;;Am;;Toyota Gazoo Racing;GF;47.096;48.838;35.296;26.676;26.676;20.42;47.096;18.97;1:06.066;29.868;1:35.934;13.954;1:49.888;21.342;2:11.230
113;1;19;2:12.161;0;;48.071;0;49.026;0;35.064;0;143.3;41:33.049;13:28:11.946;0:48.071;0:49.026;0:35.064;;;Am;;Toyota Gazoo Racing;GF;48.071;49.026;35.064;26.789;26.789;21.282;48.071;19.19;1:07.261;29.836;1:37.097;13.768;1:50.865;21.296;2:12.161
113;1;20;2:11.119;0;;46.832;0;48.83;0;35.457;0;144.5;43:44.168;13:30:23.065;0:46.832;0:48.830;0:35.457;;;Am;;Toyota Gazoo Racing;GF;46.832;48.83;35.457;26.669;26.669;20.163;46.832;19.009;1:05.841;29.821;1:35.662;14.135;1:49.797;21.322;2:11.119
113;1;21;2:11.935;0;;46.745;0;49.925;0;35.265;0;143.6;45:56.103;13:32:35.000;0:46.745;0:49.925;0:35.265;;;Am;;Toyota Gazoo Racing;FF;46.745;49.925;35.265;26.513;26.513;20.232;46.745;19.359;1:06.104;30.566;1:36.670;13.898;1:50.568;21.367;2:11.935
12;1;1;2:25.193;0;;54.204;0;54.136;0;36.853;0;130.5;2:25.193;12:49:04.090;0:54.204;0:54.136;0:36.853;;;Am;;Toyota Gazoo Racing;GF;54.204;54.136;36.853;31.846;31.846;22.358;54.204;20.732;1:14.936;33.404;1:48.340;14.6;2:02.940;22.253;2:25.193
12;1;2;2:15.812;0;;48.260;0;50.763;0;36.789;0;139.5;4:41.005;12:51:19.902;0:48.260;0:50.763;0:36.789;;;Am;;Toyota Gazoo Racing;GF;48.26;50.763;36.789;27.66;27.66;20.6;48.260;19.591;1:07.851;31.172;1:39.023;14.624;1:53.647;22.165;2:15.812
12;1;3;2:14.908;0;;47.099;0;50.802;0;37.007;0;140.4;6:55.913;12:53:34.810;0:47.099;0:50.802;0:37.007;;;Am;;Toyota Gazoo Racing;GF;47.099;50.802;37.007;26.818;26.818;20.281;47.099;19.61;1:06.709;31.192;1:37.901;14.712;1:52.613;22.295;2:14.908
12;1;4;2:16.284;0;;47.584;0;51.351;0;37.349;0;139.0;9:12.197;12:55:51.094;0:47.584;0:51.351;0:37.349;;;Am;;Toyota Gazoo Racing;GF;47.584;51.351;37.349;27.078;27.078;20.506;47.584;19.963;1:07.547;31.388;1:38.935;15.228;1:54.163;22.121;2:16.284
12;1;5;2:13.905;2;;47.164;0;50.448;2;36.293;0;141.5;11:26.102;12:58:04.999;0:47.164;0:50.448;0:36.293;;;Am;;Toyota Gazoo Racing;GF;47.164;50.448;36.293;26.667;26.667;20.497;47.164;19.71;1:06.874;30.738;1:37.612;14.493;1:52.105;21.800;2:13.905
12;1;6;2:14.304;0;;46.954;0;50.772;0;36.578;0;141.1;13:40.406;13:00:19.303;0:46.954;0:50.772;0:36.578;;;Am;;Toyota Gazoo Racing;GF;46.954;50.772;36.578;26.582;26.582;20.372;46.954;19.89;1:06.844;30.882;1:37.726;14.429;1:52.155;22.149;2:14.304
12;1;7;2:14.249;0;;46.581;2;50.932;0;36.736;0;141.1;15:54.655;13:02:33.552;0:46.581;0:50.932;0:36.736;;;Am;;Toyota Gazoo Racing;GF;46.581;50.932;36.736;26.401;26.401;20.18;46.581;19.803;1:06.384;31.129;1:37.513;14.874;1:52.387;21.862;2:14.249
12;1;8;2:14.374;0;;47.243;0;50.981;0;36.150;2;141.0;18:09.029;13:04:47.926;0:47.243;0:50.981;0:36.150;;;Am;;Toyota Gazoo Racing;GF;47.243;50.981;36.15;26.423;26.423;20.82;47.243;19.92;1:07.163;31.061;1:38.224;14.406;1:52.630;21.744;2:14.374
12;1;9;2:15.710;0;;47.704;0;51.126;0;36.880;0;139.6;20:24.739;13:07:03.636;0:47.704;0:51.126;0:36.880;;;Am;;Toyota Gazoo Racing;GF;47.704;51.126;36.88;26.623;26.623;21.081;47.704;20.088;1:07.792;31.038;1:38.830;14.878;1:53.708;22.002;2:15.710
12;1;10;2:14.898;0;;47.037;0;51.19;0;36.671;0;140.4;22:39.637;13:09:18.534;0:47.037;0:51.190;0:36.671;;;Am;;Toyota Gazoo Racing;GF;47.037;51.19;36.671;26.61;26.61;20.427;47.037;20.133;1:07.170;31.057;1:38.227;14.743;1:52.970;21.928;2:14.898
12;1;11;2:15.070;0;;47.566;0;50.931;0;36.573;0;140.3;24:54.707;13:11:33.604;0:47.566;0:50.931;0:36.573;;;Am;;Toyota Gazoo Racing;GF;47.566;50.931;36.573;26.819;26.819;20.747;47.566;20.066;1:07.632;30.865;1:38.497;14.644;1:53.141;21.929;2:15.070
12;1;12;2:15.414;0;;47.271;0;;0;;0;139.9;27:10.121;13:13:49.018;0:47.271;;;;;Am;;Toyota Gazoo Racing;GF;47.271;;;26.601;26.601;20.67;47.271;19.835;1:07.106;;;;1:53.258;22.156;2:15.414
12;1;13;2:15.266;0;;;0;;0;;0;140.1;29:25.387;13:16:04.284;;;;;;Am;;Toyota Gazoo Racing;GF;;;;26.899;26.899;;;;1:07.246;;;;1:53.091;22.175;2:15.266
12;1;14;2:15.633;0;;47.798;0;51.25;0;36.585;0;139.7;31:41.020;13:18:19.917;0:47.798;0:51.250;0:36.585;;;Am;;Toyota Gazoo Racing;GF;47.798;51.25;36.585;27.361;27.361;20.437;47.798;19.784;1:07.582;31.466;1:39.048;14.584;1:53.632;22.001;2:15.633
12;1;15;2:14.575;0;;47.222;0;50.497;0;36.856;0;140.8;33:55.595;13:20:34.492;0:47.222;0:50.497;0:36.856;;;Am;;Toyota Gazoo Racing;GF;47.222;50.497;36.856;26.736;26.736;20.486;47.222;19.809;1:07.031;30.688;1:37.719;14.816;1:52.535;22.040;2:14.575
12;1;16;2:14.986;0;;47.431;0;50.743;0;36.812;0;140.3;36:10.581;13:22:49.478;0:47.431;0:50.743;0:36.812;;;Am;;Toyota Gazoo Racing;GF;47.431;50.743;36.812;26.998;26.998;20.433;47.431;19.888;1:07.319;30.855;1:38.174;14.724;1:52.898;22.088;2:14.986
12;1;17;2:15.046;0;;47.591;0;51.153;0;36.302;0;140.3;38:25.627;13:25:04.524;0:47.591;0:51.153;0:36.302;;;Am;;Toyota Gazoo Racing;GF;47.591;51.153;36.302;26.747;26.747;20.844;47.591;19.943;1:07.534;31.21;1:38.744;14.613;1:53.357;21.689;2:15.046
12;1;18;2:16.138;0;;47.357;0;51.396;0;37.385;0;139.2;40:41.765;13:27:20.662;0:47.357;0:51.396;0:37.385;;;Am;;Toyota Gazoo Racing;GF;47.357;51.396;37.385;26.576;26.576;20.781;47.357;20.196;1:07.553;31.2;1:38.753;14.85;1:53.603;22.535;2:16.138
12;1;19;2:15.037;0;;47.406;0;50.885;0;36.746;0;140.3;42:56.802;13:29:35.699;0:47.406;0:50.885;0:36.746;;;Am;;Toyota Gazoo Racing;GF;47.406;50.885;36.746;26.587;26.587;20.819;47.406;19.776;1:07.182;31.109;1:38.291;14.704;1:52.995;22.042;2:15.037
12;1;20;2:15.615;0;;47.318;0;51.374;0;36.923;0;139.7;45:12.417;13:31:51.314;0:47.318;0:51.374;0:36.923;;;Am;;Toyota Gazoo Racing;GF;47.318;51.374;36.923;26.829;26.829;20.489;47.318;20.131;1:07.449;31.243;1:38.692;14.801;1:53.493;22.122;2:15.615
12;1;21;2:16.952;0;;48.777;0;51.498;0;36.677;0;138.3;47:29.369;13:34:08.266;0:48.777;0:51.498;0:36.677;;;Am;;Toyota Gazoo Racing;FF;48.777;51.498;36.677;27.376;27.376;21.401;48.777;20.217;1:08.994;31.281;1:40.275;14.516;1:54.791;22.161;2:16.952
13;1;1;2:12.189;0;;48.664;0;48.444;0;35.081;0;143.3;2:12.189;12:48:51.086;0:48.664;0:48.444;0:35.081;;;Am;;Toyota Gazoo Racing;GF;48.664;48.444;35.081;28.33;28.33;20.334;48.664;18.816;1:07.480;29.628;1:37.108;13.922;1:51.030;21.159;2:12.189
