expire_at,lap,meta_event,meta_session,meta_source,meta_time,original_vehicle_id,outing,timestamp,vehicle_id,vehicle_number
,12,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:20:59.867Z,GR86-024-41,0,2025-10-19T15:20:56.739Z,GR86-024-41,41
,13,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:22:41.097Z,GR86-024-41,0,2025-10-19T15:22:40.346Z,GR86-024-41,41
,14,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:24:22.617Z,GR86-024-41,0,2025-10-19T15:24:22.067Z,GR86-024-41,41
,15,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:26:04.718Z,GR86-024-41,0,2025-10-19T15:26:03.361Z,GR86-024-41,41
,16,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:27:44.827Z,GR86-024-41,0,2025-10-19T15:27:44.161Z,GR86-024-41,41
,17,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:29:46.629Z,GR86-024-41,0,2025-10-19T15:29:45.246Z,GR86-024-41,41
,18,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:32:19.889Z,GR86-024-41,0,2025-10-19T15:32:18.443Z,GR86-024-41,41
,19,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:34:51.372Z,GR86-024-41,0,2025-10-19T15:34:50.764Z,GR86-024-41,41
,20,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:37:04.276Z,GR86-024-41,0,2025-10-19T15:37:04.142Z,GR86-024-41,41
,20,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:38:46.362Z,GR86-024-41,0,2025-10-19T15:38:45.679Z,GR86-024-41,41
,21,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:38:46.364Z,GR86-024-41,0,2025-10-19T15:38:45.703Z,GR86-024-41,41
,21,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:38:46.361Z,GR86-024-41,0,2025-10-19T15:38:45.678Z,GR86-024-41,41
,22,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:41:06.931Z,GR86-024-41,0,2025-10-19T15:40:59.047Z,GR86-024-41,41
,23,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:43:22.408Z,GR86-024-41,0,2025-10-19T15:43:21.542Z,GR86-024-41,41
,24,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:45:44.144Z,GR86-024-41,0,2025-10-19T15:45:43.872Z,GR86-024-41,41
,25,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:47:57.931Z,GR86-024-41,0,2025-10-19T15:47:57.253Z,GR86-024-41,41
,26,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:50:06.483Z,GR86-024-41,0,2025-10-19T15:50:05.335Z,GR86-024-41,41
,27,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:52:48.144Z,GR86-024-41,0,2025-10-19T15:52:47.137Z,GR86-024-41,41
,32768,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:59:41.228Z,GR86-024-41,0,2025-10-19T15:59:23.294Z,GR86-024-41,41
,1,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T14:59:12.291Z,GR86-033-46,0,2025-10-19T14:59:11.776Z,GR86-033-46,46
,2,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:01:58.528Z,GR86-033-46,0,2025-10-19T15:01:58.248Z,GR86-033-46,46
,3,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:04:34.078Z,GR86-033-46,0,2025-10-19T15:04:33.885Z,GR86-033-46,46
,4,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:07:00.926Z,GR86-033-46,0,2025-10-19T15:06:21.595Z,GR86-033-46,46
,5,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:08:57.594Z,GR86-033-46,0,2025-10-19T15:08:25.915Z,GR86-033-46,46
,6,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:10:42.748Z,GR86-033-46,0,2025-10-19T15:10:42.152Z,GR86-033-46,46
,7,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:12:25.706Z,GR86-033-46,0,2025-10-19T15:12:25.400Z,GR86-033-46,46
,8,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:14:07.792Z,GR86-033-46,0,2025-10-19T15:14:07.676Z,GR86-033-46,46
,9,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:15:50.288Z,GR86-033-46,0,2025-10-19T15:15:49.383Z,GR86-033-46,46
,10,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:17:33.933Z,GR86-033-46,0,2025-10-19T15:17:33.358Z,GR86-033-46,46
,11,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:19:13.752Z,GR86-033-46,0,2025-10-19T15:19:13.276Z,GR86-033-46,46
,12,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:20:59.618Z,GR86-033-46,0,2025-10-19T15:20:54.260Z,GR86-033-46,46
,13,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:22:35.381Z,GR86-033-46,0,2025-10-19T15:22:35.064Z,GR86-033-46,46
,14,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:24:17.008Z,GR86-033-46,0,2025-10-19T15:24:15.577Z,GR86-033-46,46
,15,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:26:00.285Z,GR86-033-46,0,2025-10-19T15:25:58.395Z,GR86-033-46,46
,16,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:27:43.214Z,GR86-033-46,0,2025-10-19T15:27:42.672Z,GR86-033-46,46
,1,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T14:59:25.302Z,GR86-025-47,0,2025-10-19T14:59:16.358Z,GR86-025-47,47
,2,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:02:00.651Z,GR86-025-47,0,2025-10-19T15:01:59.674Z,GR86-025-47,47
,3,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:04:34.909Z,GR86-025-47,0,2025-10-19T15:04:34.250Z,GR86-025-47,47
,4,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:07:00.127Z,GR86-025-47,0,2025-10-19T15:06:23.665Z,GR86-025-47,47
,4,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:09:01.157Z,GR86-025-47,0,2025-10-19T15:08:28.045Z,GR86-025-47,47
,5,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:09:01.158Z,GR86-025-47,0,2025-10-19T15:08:28.049Z,GR86-025-47,47
,5,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:09:01.157Z,GR86-025-47,0,2025-10-19T15:08:28.044Z,GR86-025-47,47
,6,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:10:43.890Z,GR86-025-47,0,2025-10-19T15:10:43.438Z,GR86-025-47,47
,7,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:12:28.166Z,GR86-025-47,0,2025-10-19T15:12:27.981Z,GR86-025-47,47
,8,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:14:12.587Z,GR86-025-47,0,2025-10-19T15:14:10.490Z,GR86-025-47,47
,9,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:15:53.314Z,GR86-025-47,0,2025-10-19T15:15:52.917Z,GR86-025-47,47
,10,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:17:34.679Z,GR86-025-47,0,2025-10-19T15:17:34.146Z,GR86-025-47,47
,11,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:19:15.897Z,GR86-025-47,0,2025-10-19T15:19:15.563Z,GR86-025-47,47
,12,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:20:59.568Z,GR86-025-47,0,2025-10-19T15:20:57.065Z,GR86-025-47,47
,13,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:22:40.465Z,GR86-025-47,0,2025-10-19T15:22:40.274Z,GR86-025-47,47
,14,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:24:22.423Z,GR86-025-47,0,2025-10-19T15:24:22.149Z,GR86-025-47,47
,15,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:26:04.723Z,GR86-025-47,0,2025-10-19T15:26:04.224Z,GR86-025-47,47
,16,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:27:45.400Z,GR86-025-47,0,2025-10-19T15:27:45.025Z,GR86-025-47,47
,17,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:29:46.697Z,GR86-025-47,0,2025-10-19T15:29:46.064Z,GR86-025-47,47
,18,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:32:20.268Z,GR86-025-47,0,2025-10-19T15:32:20.091Z,GR86-025-47,47
,19,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:34:52.684Z,GR86-025-47,0,2025-10-19T15:34:52.085Z,GR86-025-47,47
,20,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:37:05.056Z,GR86-025-47,0,2025-10-19T15:37:04.468Z,GR86-025-47,47
,21,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:38:56.557Z,GR86-025-47,0,2025-10-19T15:38:56.368Z,GR86-025-47,47
,22,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:41:07.895Z,GR86-025-47,0,2025-10-19T15:41:07.445Z,GR86-025-47,47
,23,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:43:33.468Z,GR86-025-47,0,2025-10-19T15:43:32.728Z,GR86-025-47,47
,24,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:45:53.726Z,GR86-025-47,0,2025-10-19T15:45:52.914Z,GR86-025-47,47
,25,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:48:07.106Z,GR86-025-47,0,2025-10-19T15:48:06.794Z,GR86-025-47,47
,25,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:50:20.315Z,GR86-025-47,0,2025-10-19T15:50:16.740Z,GR86-025-47,47
,26,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:50:20.314Z,GR86-025-47,0,2025-10-19T15:50:16.730Z,GR86-025-47,47
,26,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:50:20.315Z,GR86-025-47,0,2025-10-19T15:50:16.742Z,GR86-025-47,47
,1,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T14:59:33.574Z,GR86-038-93,0,2025-10-19T14:59:33.289Z,GR86-038-93,93
,2,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:02:09.177Z,GR86-038-93,0,2025-10-19T15:02:08.104Z,GR86-038-93,93
,3,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:04:37.145Z,GR86-038-93,0,2025-10-19T15:04:35.673Z,GR86-038-93,93
,4,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:07:08.448Z,GR86-038-93,0,2025-10-19T15:06:29.974Z,GR86-038-93,93
,5,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:09:00.101Z,GR86-038-93,0,2025-10-19T15:08:33.594Z,GR86-038-93,93
,6,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:10:51.932Z,GR86-038-93,0,2025-10-19T15:10:46.395Z,GR86-038-93,93
,7,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:12:33.766Z,GR86-038-93,0,2025-10-19T15:12:33.444Z,GR86-038-93,93
,8,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:14:18.133Z,GR86-038-93,0,2025-10-19T15:14:17.784Z,GR86-038-93,93
,9,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:16:03.094Z,GR86-038-93,0,2025-10-19T15:16:02.453Z,GR86-038-93,93
,10,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:17:46.809Z,GR86-038-93,0,2025-10-19T15:17:46.066Z,GR86-038-93,93
,11,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:19:30.804Z,GR86-038-93,0,2025-10-19T15:19:29.545Z,GR86-038-93,93
,12,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:21:13.540Z,GR86-038-93,0,2025-10-19T15:21:12.074Z,GR86-038-93,93
,13,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:22:56.256Z,GR86-038-93,0,2025-10-19T15:22:55.563Z,GR86-038-93,93
,14,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:24:40.323Z,GR86-038-93,0,2025-10-19T15:24:38.763Z,GR86-038-93,93
,15,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:26:29.667Z,GR86-038-93,0,2025-10-19T15:26:21.375Z,GR86-038-93,93
,16,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:28:06.116Z,GR86-038-93,0,2025-10-19T15:28:04.204Z,GR86-038-93,93
,17,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:30:46.561Z,GR86-038-93,0,2025-10-19T15:29:56.163Z,GR86-038-93,93
,18,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:32:26.042Z,GR86-038-93,0,2025-10-19T15:32:25.563Z,GR86-038-93,93
,19,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:34:58.156Z,GR86-038-93,0,2025-10-19T15:34:57.753Z,GR86-038-93,93
,20,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:37:06.702Z,GR86-038-93,0,2025-10-19T15:37:06.284Z,GR86-038-93,93
,21,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:38:51.885Z,GR86-038-93,0,2025-10-19T15:38:50.768Z,GR86-038-93,93
,22,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:41:06.915Z,GR86-038-93,0,2025-10-19T15:41:02.663Z,GR86-038-93,93
,23,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:43:27.254Z,GR86-038-93,0,2025-10-19T15:43:25.966Z,GR86-038-93,93
,24,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:45:50.413Z,GR86-038-93,0,2025-10-19T15:45:48.083Z,GR86-038-93,93
,25,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:48:01.972Z,GR86-038-93,0,2025-10-19T15:48:01.055Z,GR86-038-93,93
,26,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:50:11.062Z,GR86-038-93,0,2025-10-19T15:50:10.566Z,GR86-038-93,93
,1,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T14:59:40.371Z,GR86-030-18,0,2025-10-19T14:59:38.076Z,GR86-030-18,18
,2,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:02:12.757Z,GR86-030-18,0,2025-10-19T15:02:12.069Z,GR86-030-18,18
,3,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:04:37.175Z,GR86-030-18,0,2025-10-19T15:04:36.803Z,GR86-030-18,18
,4,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:07:00.849Z,GR86-030-18,0,2025-10-19T15:06:33.276Z,GR86-030-18,18
,5,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:08:57.519Z,GR86-030-18,0,2025-10-19T15:08:42.453Z,GR86-030-18,18
,6,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:10:52.010Z,GR86-030-18,0,2025-10-19T15:10:51.580Z,GR86-030-18,18
,7,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:12:39.978Z,GR86-030-18,0,2025-10-19T15:12:39.479Z,GR86-030-18,18
,8,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:14:27.070Z,GR86-030-18,0,2025-10-19T15:14:25.981Z,GR86-030-18,18
,9,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:16:13.721Z,GR86-030-18,0,2025-10-19T15:16:12.672Z,GR86-030-18,18
,10,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:18:01.119Z,GR86-030-18,0,2025-10-19T15:17:58.664Z,GR86-030-18,18
,11,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:19:45.130Z,GR86-030-18,0,2025-10-19T15:19:43.676Z,GR86-030-18,18
,12,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:21:28.797Z,GR86-030-18,0,2025-10-19T15:21:27.653Z,GR86-030-18,18
,13,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:23:12.813Z,GR86-030-18,0,2025-10-19T15:23:12.265Z,GR86-030-18,18
,14,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:24:57.236Z,GR86-030-18,0,2025-10-19T15:24:56.256Z,GR86-030-18,18
,15,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:26:40.823Z,GR86-030-18,0,2025-10-19T15:26:40.584Z,GR86-030-18,18
,15,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:28:25.853Z,GR86-030-18,0,2025-10-19T15:28:24.404Z,GR86-030-18,18
,16,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:28:25.850Z,GR86-030-18,0,2025-10-19T15:28:24.402Z,GR86-030-18,18
,16,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:28:25.853Z,GR86-030-18,0,2025-10-19T15:28:24.406Z,GR86-030-18,18
,17,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:30:48.494Z,GR86-030-18,0,2025-10-19T15:30:16.860Z,GR86-030-18,18
,18,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:32:31.561Z,GR86-030-18,0,2025-10-19T15:32:30.149Z,GR86-030-18,18
,19,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:35:06.986Z,GR86-030-18,0,2025-10-19T15:35:01.486Z,GR86-030-18,18
,20,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:37:09.221Z,GR86-030-18,0,2025-10-19T15:37:08.584Z,GR86-030-18,18
,21,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:38:55.965Z,GR86-030-18,0,2025-10-19T15:38:55.456Z,GR86-030-18,18
,22,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:41:06.567Z,GR86-030-18,0,2025-10-19T15:41:06.138Z,GR86-030-18,18
,23,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:43:30.913Z,GR86-030-18,0,2025-10-19T15:43:30.569Z,GR86-030-18,18
,24,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:45:52.101Z,GR86-030-18,0,2025-10-19T15:45:51.559Z,GR86-030-18,18
,25,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:48:04.831Z,GR86-030-18,0,2025-10-19T15:48:04.736Z,GR86-030-18,18
,25,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:50:14.468Z,GR86-030-18,0,2025-10-19T15:50:14.068Z,GR86-030-18,18
,26,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:50:14.468Z,GR86-030-18,0,2025-10-19T15:50:14.067Z,GR86-030-18,18
,26,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:50:14.468Z,GR86-030-18,0,2025-10-19T15:50:14.108Z,GR86-030-18,18
,32768,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:59:57.379Z,GR86-030-18,0,2025-10-19T15:59:56.295Z,GR86-030-18,18
,1,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:02:18.845Z,GR86-057-57,0,2025-10-19T15:02:18.639Z,GR86-057-57,57
,1,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T14:59:43.096Z,GR86-057-57,0,2025-10-19T14:59:42.460Z,GR86-057-57,57
,2,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:02:18.844Z,GR86-057-57,0,2025-10-19T15:02:18.637Z,GR86-057-57,57
,2,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:02:19.354Z,GR86-057-57,0,2025-10-19T15:02:18.640Z,GR86-057-57,57
,3,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:04:37.759Z,GR86-057-57,0,2025-10-19T15:04:37.110Z,GR86-057-57,57
,4,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:07:01.278Z,GR86-057-57,0,2025-10-19T15:06:34.301Z,GR86-057-57,57
,5,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:08:58.615Z,GR86-057-57,0,2025-10-19T15:08:46.360Z,GR86-057-57,57
,6,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:10:53.858Z,GR86-057-57,0,2025-10-19T15:10:53.669Z,GR86-057-57,57
,7,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:12:46.865Z,GR86-057-57,0,2025-10-19T15:12:43.780Z,GR86-057-57,57
,8,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:14:34.677Z,GR86-057-57,0,2025-10-19T15:14:34.478Z,GR86-057-57,57
,9,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:16:21.927Z,GR86-057-57,0,2025-10-19T15:16:21.699Z,GR86-057-57,57
,10,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:18:08.447Z,GR86-057-57,0,2025-10-19T15:18:07.864Z,GR86-057-57,57
,10,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:20:11.664Z,GR86-057-57,0,2025-10-19T15:19:53.397Z,GR86-057-57,57
,11,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:20:11.664Z,GR86-057-57,0,2025-10-19T15:19:53.399Z,GR86-057-57,57
,11,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:20:11.664Z,GR86-057-57,0,2025-10-19T15:19:53.395Z,GR86-057-57,57
,12,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:21:38.833Z,GR86-057-57,0,2025-10-19T15:21:38.196Z,GR86-057-57,57
,13,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:23:27.416Z,GR86-057-57,0,2025-10-19T15:23:22.915Z,GR86-057-57,57
,14,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:25:09.027Z,GR86-057-57,0,2025-10-19T15:25:07.379Z,GR86-057-57,57
,15,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:26:52.354Z,GR86-057-57,0,2025-10-19T15:26:51.781Z,GR86-057-57,57
,16,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:28:39.177Z,GR86-057-57,0,2025-10-19T15:28:38.475Z,GR86-057-57,57
,17,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:30:44.729Z,GR86-057-57,0,2025-10-19T15:30:24.657Z,GR86-057-57,57
,18,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:32:32.747Z,GR86-057-57,0,2025-10-19T15:32:32.350Z,GR86-057-57,57
,19,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:35:07.040Z,GR86-057-57,0,2025-10-19T15:35:03.046Z,GR86-057-57,57
,20,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:37:10.648Z,GR86-057-57,0,2025-10-19T15:37:10.174Z,GR86-057-57,57
,1,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T14:59:25.500Z,GR86-036-98,0,2025-10-19T14:59:21.571Z,GR86-036-98,98
,2,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:02:01.888Z,GR86-036-98,0,2025-10-19T15:02:01.713Z,GR86-036-98,98
,3,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:04:35.421Z,GR86-036-98,0,2025-10-19T15:04:35.181Z,GR86-036-98,98
,4,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:07:00.097Z,GR86-036-98,0,2025-10-19T15:06:27.621Z,GR86-036-98,98
,5,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:09:01.037Z,GR86-036-98,0,2025-10-19T15:08:31.712Z,GR86-036-98,98
,6,I_R07_2025-10-19,R2,kafka:gr-cup-raw,2025-10-19T15:10:45.356Z,GR86-036-98,0,2025-10-19T15:10:45.012Z,GR86-036-98,98
