"meta_source","meta_time","meta_event","meta_session","timestamp","vehicle_id","outing","lap","value","expire_at"
"kafka:gr-raw","2025-03-29T21:16:22.643Z","I_R01_2025-03-30","R1","2025-03-29T21:16:18.806Z","GR86-002-002",0,6,125990,
"kafka:gr-raw","2025-03-29T21:14:13.156Z","I_R01_2025-03-30","R1","2025-03-29T21:14:12.818Z","GR86-002-002",0,5,112828,
"kafka:gr-raw","2025-03-29T21:12:22.424Z","I_R01_2025-03-30","R1","2025-03-29T21:12:19.989Z","GR86-002-002",0,4,114077,
"kafka:gr-raw","2025-03-29T21:10:46.056Z","I_R01_2025-03-30","R1","2025-03-29T21:10:25.912Z","GR86-002-002",0,3,114888,
"kafka:gr-raw","2025-03-29T21:08:31.985Z","I_R01_2025-03-30","R1","2025-03-29T21:08:31.009Z","GR86-002-002",0,2,158604,
"kafka:gr-raw","2025-03-29T21:05:53.143Z","I_R01_2025-03-30","R1","2025-03-29T21:05:52.413Z","GR86-002-002",0,1,157300,
"kafka:gr-raw","2025-03-29T21:03:27.647Z","I_R01_2025-03-30","R1","2025-03-29T21:03:15.105Z","GR86-002-002",0,32768,1324999,
"kafka:gr-raw","2025-03-30T20:50:52.051Z","I_R01_2025-03-30","R1","2025-03-30T20:50:50.782Z","GR86-003-017",0,25,132731,
"kafka:gr-raw","2025-03-30T20:45:02.238Z","I_R01_2025-03-30","R1","2025-03-30T20:45:00.805Z","GR86-003-017",0,24,183400,
"kafka:gr-raw","2025-03-30T20:41:58.544Z","I_R01_2025-03-30","R1","2025-03-30T20:41:57.392Z","GR86-003-017",0,23,116977,
"kafka:gr-raw","2025-03-30T20:40:01.041Z","I_R01_2025-03-30","R1","2025-03-30T20:40:00.411Z","GR86-003-017",0,22,116512,
"kafka:gr-raw","2025-03-30T19:45:26.524Z","I_R01_2025-03-30","R1","2025-03-30T19:45:24.812Z","GR86-003-017",0,32768,997529,
"kafka:gr-raw","2025-03-30T17:41:53.638Z","I_R01_2025-03-30","R1","2025-03-30T17:41:46.865Z","GR86-003-017",0,0,41787,
"kafka:gr-raw","2025-03-30T16:28:48.000Z","I_R01_2025-03-30","R1","2025-03-30T16:28:46.481Z","GR86-003-017",0,32768,55822,
"kafka:gr-raw","2025-03-30T16:27:37.024Z","I_R01_2025-03-30","R1","2025-03-30T16:27:24.431Z","GR86-003-017",0,0,26754,
"kafka:gr-raw","2025-03-30T16:26:59.681Z","I_R01_2025-03-30","R1","2025-03-30T16:26:57.670Z","GR86-003-017",0,32768,870536,
"kafka:gr-raw","2025-03-30T16:12:07.493Z","I_R01_2025-03-30","R1","2025-03-30T16:12:06.251Z","GR86-003-017",0,0,26553,
"kafka:gr-raw","2025-03-30T16:11:42.127Z","I_R01_2025-03-30","R1","2025-03-30T16:11:39.719Z","GR86-003-017",0,6,233713,
"kafka:gr-raw","2025-03-30T15:04:26.657Z","I_R01_2025-03-30","R1","2025-03-30T15:04:09.846Z","GR86-003-017",0,0,6044,
"kafka:gr-raw","2025-03-30T15:04:26.387Z","I_R01_2025-03-30","R1","2025-03-30T15:04:03.815Z","GR86-003-017",0,32768,2231645,
"kafka:gr-raw","2025-03-29T22:35:41.507Z","I_R01_2025-03-30","R1","2025-03-29T22:35:40.336Z","GR86-003-017",0,0,26018,
"kafka:gr-raw","2025-03-29T22:35:18.980Z","I_R01_2025-03-30","R1","2025-03-29T22:35:14.337Z","GR86-003-017",0,32768,1822756,
"kafka:gr-raw","2025-03-29T22:03:37.847Z","I_R01_2025-03-30","R1","2025-03-29T22:03:37.081Z","GR86-003-017",0,26,150029,
"kafka:gr-raw","2025-03-29T21:56:19.905Z","I_R01_2025-03-30","R1","2025-03-29T21:56:17.315Z","GR86-003-017",0,25,176500,
"kafka:gr-raw","2025-03-29T21:53:22.667Z","I_R01_2025-03-30","R1","2025-03-29T21:53:20.809Z","GR86-003-017",0,24,114710,
"kafka:gr-raw","2025-03-29T21:51:27.669Z","I_R01_2025-03-30","R1","2025-03-29T21:51:26.101Z","GR86-003-017",0,23,114400,
"kafka:gr-raw","2025-03-29T21:49:33.810Z","I_R01_2025-03-30","R1","2025-03-29T21:49:31.693Z","GR86-003-017",0,22,114990,
"kafka:gr-raw","2025-03-29T21:47:39.932Z","I_R01_2025-03-30","R1","2025-03-29T21:47:36.717Z","GR86-003-017",0,21,114574,
"kafka:gr-raw","2025-03-29T21:45:44.236Z","I_R01_2025-03-30","R1","2025-03-29T21:45:42.125Z","GR86-003-017",0,20,115336,
"kafka:gr-raw","2025-03-29T21:43:49.244Z","I_R01_2025-03-30","R1","2025-03-29T21:43:46.784Z","GR86-003-017",0,19,117163,
"kafka:gr-raw","2025-03-29T21:41:50.406Z","I_R01_2025-03-30","R1","2025-03-29T21:41:49.623Z","GR86-003-017",0,18,115004,
"kafka:gr-raw","2025-03-29T21:39:54.937Z","I_R01_2025-03-30","R1","2025-03-29T21:39:54.618Z","GR86-003-017",0,17,114412,
"kafka:gr-raw","2025-03-29T21:38:02.772Z","I_R01_2025-03-30","R1","2025-03-29T21:38:00.209Z","GR86-003-017",0,16,114600,
"kafka:gr-raw","2025-03-29T21:36:17.077Z","I_R01_2025-03-30","R1","2025-03-29T21:36:05.603Z","GR86-003-017",0,15,114288,
"kafka:gr-raw","2025-03-29T21:34:12.187Z","I_R01_2025-03-30","R1","2025-03-29T21:34:11.306Z","GR86-003-017",0,14,114603,
"kafka:gr-raw","2025-03-29T21:32:21.683Z","I_R01_2025-03-30","R1","2025-03-29T21:32:16.701Z","GR86-003-017",0,13,119930,
"kafka:gr-raw","2025-03-29T21:30:17.881Z","I_R01_2025-03-30","R1","2025-03-29T21:30:16.776Z","GR86-003-017",0,12,44,
"kafka:gr-raw","2025-03-29T21:30:17.881Z","I_R01_2025-03-30","R1","2025-03-29T21:30:16.739Z","GR86-003-017",0,13,0,
"kafka:gr-raw","2025-03-29T21:30:17.881Z","I_R01_2025-03-30","R1","2025-03-29T21:30:16.736Z","GR86-003-017",0,12,114236,
"kafka:gr-raw","2025-03-29T21:28:23.136Z","I_R01_2025-03-30","R1","2025-03-29T21:28:22.483Z","GR86-003-017",0,11,113699,
"kafka:gr-raw","2025-03-29T21:26:29.034Z","I_R01_2025-03-30","R1","2025-03-29T21:26:28.805Z","GR86-003-017",0,10,113865,
"kafka:gr-raw","2025-03-29T21:24:36.836Z","I_R01_2025-03-30","R1","2025-03-29T21:24:34.921Z","GR86-003-017",0,9,146800,
"kafka:gr-raw","2025-03-29T21:22:15.124Z","I_R01_2025-03-30","R1","2025-03-29T21:22:08.116Z","GR86-003-017",0,8,167634,
"kafka:gr-raw","2025-03-29T21:19:21.838Z","I_R01_2025-03-30","R1","2025-03-29T21:19:20.615Z","GR86-003-017",0,7,176700,
"kafka:gr-raw","2025-03-29T21:16:24.289Z","I_R01_2025-03-30","R1","2025-03-29T21:16:23.773Z","GR86-003-017",0,6,123285,
"kafka:gr-raw","2025-03-29T21:14:21.123Z","I_R01_2025-03-30","R1","2025-03-29T21:14:20.493Z","GR86-003-017",0,5,113270,
"kafka:gr-raw","2025-03-29T21:12:31.163Z","I_R01_2025-03-30","R1","2025-03-29T21:12:27.222Z","GR86-003-017",0,4,116290,
"kafka:gr-raw","2025-03-29T21:10:48.163Z","I_R01_2025-03-30","R1","2025-03-29T21:10:30.913Z","GR86-003-017",0,3,118591,
"kafka:gr-raw","2025-03-29T21:08:34.667Z","I_R01_2025-03-30","R1","2025-03-29T21:08:32.325Z","GR86-003-017",0,2,150666,
"kafka:gr-raw","2025-03-29T21:06:04.089Z","I_R01_2025-03-30","R1","2025-03-29T21:06:01.712Z","GR86-003-017",0,1,154344,
"kafka:gr-raw","2025-03-29T21:03:29.876Z","I_R01_2025-03-30","R1","2025-03-29T21:03:27.316Z","GR86-003-017",0,32768,2149511,
"kafka:gr-raw","2025-03-30T19:45:18.307Z","I_R01_2025-03-30","R1","2025-03-30T19:45:17.876Z","GR86-004-078",0,32768,1260537,
"kafka:gr-raw","2025-03-30T16:25:02.806Z","I_R01_2025-03-30","R1","2025-03-30T16:25:01.279Z","GR86-004-078",0,7,264709,
"kafka:gr-raw","2025-03-30T15:42:24.580Z","I_R01_2025-03-30","R1","2025-03-30T15:42:23.263Z","GR86-004-078",0,32768,4407296,
"kafka:gr-raw","2025-03-30T00:01:45.238Z","I_R01_2025-03-30","R1","2025-03-30T00:01:40.124Z","GR86-004-078",0,0,41509,
"kafka:gr-raw","2025-03-29T23:35:41.224Z","I_R01_2025-03-30","R1","2025-03-29T23:35:38.925Z","GR86-004-078",0,32768,472169,
"kafka:gr-raw","2025-03-29T22:39:46.456Z","I_R01_2025-03-30","R1","2025-03-29T22:39:45.352Z","GR86-004-078",0,26,2462356,
"kafka:gr-raw","2025-03-29T21:55:48.144Z","I_R01_2025-03-30","R1","2025-03-29T21:55:47.973Z","GR86-004-078",0,25,189865,
"kafka:gr-raw","2025-03-29T21:52:40.846Z","I_R01_2025-03-30","R1","2025-03-29T21:52:38.094Z","GR86-004-078",0,24,113000,
"kafka:gr-raw","2025-03-29T21:50:45.392Z","I_R01_2025-03-30","R1","2025-03-29T21:50:45.110Z","GR86-004-078",0,23,112234,
"kafka:gr-raw","2025-03-29T21:48:53.914Z","I_R01_2025-03-30","R1","2025-03-29T21:48:52.905Z","GR86-004-078",0,22,111983,
"kafka:gr-raw","2025-03-29T21:47:02.524Z","I_R01_2025-03-30","R1","2025-03-29T21:47:00.873Z","GR86-004-078",0,21,111964,
"kafka:gr-raw","2025-03-29T21:45:09.102Z","I_R01_2025-03-30","R1","2025-03-29T21:45:08.911Z","GR86-004-078",0,20,112220,
"kafka:gr-raw","2025-03-29T21:43:19.751Z","I_R01_2025-03-30","R1","2025-03-29T21:43:16.690Z","GR86-004-078",0,19,112200,
"kafka:gr-raw","2025-03-29T21:41:25.198Z","I_R01_2025-03-30","R1","2025-03-29T21:41:24.487Z","GR86-004-078",0,18,112013,
"kafka:gr-raw","2025-03-29T21:39:32.695Z","I_R01_2025-03-30","R1","2025-03-29T21:39:32.472Z","GR86-004-078",0,17,112497,
"kafka:gr-raw","2025-03-29T21:37:40.926Z","I_R01_2025-03-30","R1","2025-03-29T21:37:39.966Z","GR86-004-078",0,16,112224,
"kafka:gr-raw","2025-03-29T21:35:50.999Z","I_R01_2025-03-30","R1","2025-03-29T21:35:47.734Z","GR86-004-078",0,15,112545,
"kafka:gr-raw","2025-03-29T21:33:56.015Z","I_R01_2025-03-30","R1","2025-03-29T21:33:55.199Z","GR86-004-078",0,14,112481,
"kafka:gr-raw","2025-03-29T21:32:04.457Z","I_R01_2025-03-30","R1","2025-03-29T21:32:02.707Z","GR86-004-078",0,13,112930,
"kafka:gr-raw","2025-03-29T21:30:11.503Z","I_R01_2025-03-30","R1","2025-03-29T21:30:09.781Z","GR86-004-078",0,12,112800,
"kafka:gr-raw","2025-03-29T21:28:17.319Z","I_R01_2025-03-30","R1","2025-03-29T21:28:17.021Z","GR86-004-078",0,11,113096,
"kafka:gr-raw","2025-03-29T21:26:25.202Z","I_R01_2025-03-30","R1","2025-03-29T21:26:23.881Z","GR86-004-078",0,10,112895,
"kafka:gr-raw","2025-03-29T21:24:33.004Z","I_R01_2025-03-30","R1","2025-03-29T21:24:30.982Z","GR86-004-078",0,9,148080,
"kafka:gr-raw","2025-03-29T21:22:10.742Z","I_R01_2025-03-30","R1","2025-03-29T21:22:02.896Z","GR86-004-078",0,8,167610,
"kafka:gr-raw","2025-03-29T21:19:17.067Z","I_R01_2025-03-30","R1","2025-03-29T21:19:15.287Z","GR86-004-078",0,7,174915,
"kafka:gr-raw","2025-03-29T21:16:22.702Z","I_R01_2025-03-30","R1","2025-03-29T21:16:20.379Z","GR86-004-078",0,6,126195,
"kafka:gr-raw","2025-03-29T21:14:15.210Z","I_R01_2025-03-30","R1","2025-03-29T21:14:14.179Z","GR86-004-078",0,5,112995,
"kafka:gr-raw","2025-03-29T21:12:22.339Z","I_R01_2025-03-30","R1","2025-03-29T21:12:21.179Z","GR86-004-078",0,4,113414,
"kafka:gr-raw","2025-03-29T21:10:46.098Z","I_R01_2025-03-30","R1","2025-03-29T21:10:27.765Z","GR86-004-078",0,3,115996,
"kafka:gr-raw","2025-03-29T21:08:32.146Z","I_R01_2025-03-30","R1","2025-03-29T21:08:31.760Z","GR86-004-078",0,2,155784,
"kafka:gr-raw","2025-03-29T21:05:58.354Z","I_R01_2025-03-30","R1","2025-03-29T21:05:56.019Z","GR86-004-078",0,1,156306,
"kafka:gr-raw","2025-03-29T21:03:28.168Z","I_R01_2025-03-30","R1","2025-03-29T21:03:19.690Z","GR86-004-078",0,32768,5000594,
"kafka:gr-raw","2025-03-30T20:41:22.498Z","I_R01_2025-03-30","R1","2025-03-30T20:41:21.345Z","GR86-006-007",0,23,114006,
"kafka:gr-raw","2025-03-30T19:45:16.178Z","I_R01_2025-03-30","R1","2025-03-30T19:45:14.511Z","GR86-006-007",0,32768,5382291,
"kafka:gr-raw","2025-03-30T16:17:23.418Z","I_R01_2025-03-30","R1","2025-03-30T16:17:19.938Z","GR86-006-007",0,8,152165,
"kafka:gr-raw","2025-03-30T15:42:19.143Z","I_R01_2025-03-30","R1","2025-03-30T15:42:15.641Z","GR86-006-007",0,32768,4518850,
"kafka:gr-raw","2025-03-29T22:01:44.212Z","I_R01_2025-03-30","R1","2025-03-29T22:01:42.409Z","GR86-006-007",0,13,143985,
"kafka:gr-raw","2025-03-29T21:56:11.885Z","I_R01_2025-03-30","R1","2025-03-29T21:56:09.637Z","GR86-006-007",0,12,181786,
"kafka:gr-raw","2025-03-29T21:53:08.196Z","I_R01_2025-03-30","R1","2025-03-29T21:53:07.841Z","GR86-006-007",0,11,112526,
"kafka:gr-raw","2025-03-29T21:51:21.797Z","I_R01_2025-03-30","R1","2025-03-29T21:51:15.407Z","GR86-006-007",0,10,112407,
"kafka:gr-raw","2025-03-29T21:49:23.581Z","I_R01_2025-03-30","R1","2025-03-29T21:49:22.912Z","GR86-006-007",0,9,112888,
"kafka:gr-raw","2025-03-29T21:47:31.209Z","I_R01_2025-03-30","R1","2025-03-29T21:47:30.012Z","GR86-006-007",0,8,112223,
"kafka:gr-raw","2025-03-29T21:45:37.989Z","I_R01_2025-03-30","R1","2025-03-29T21:45:37.807Z","GR86-006-007",0,7,112616,
"kafka:gr-raw","2025-03-29T21:43:47.734Z","I_R01_2025-03-30","R1","2025-03-29T21:43:45.174Z","GR86-006-007",0,6,88,
"kafka:gr-raw","2025-03-29T21:43:47.734Z","I_R01_2025-03-30","R1","2025-03-29T21:43:45.104Z","GR86-006-007",0,7,0,
"kafka:gr-raw","2025-03-29T21:43:47.734Z","I_R01_2025-03-30","R1","2025-03-29T21:43:45.102Z","GR86-006-007",0,6,115874,
"kafka:gr-raw","2025-03-29T21:41:50.378Z","I_R01_2025-03-30","R1","2025-03-29T21:41:49.211Z","GR86-006-007",0,5,112488,
"kafka:gr-raw","2025-03-29T21:39:56.888Z","I_R01_2025-03-30","R1","2025-03-29T21:39:56.718Z","GR86-006-007",0,4,113067,
"kafka:gr-raw","2025-03-29T21:38:04.712Z","I_R01_2025-03-30","R1","2025-03-29T21:38:03.650Z","GR86-006-007",0,3,112871,
"kafka:gr-raw","2025-03-29T21:36:24.872Z","I_R01_2025-03-30","R1","2025-03-29T21:36:10.780Z","GR86-006-007",0,2,112273,
"kafka:gr-raw","2025-03-29T21:34:20.607Z","I_R01_2025-03-30","R1","2025-03-29T21:34:18.502Z","GR86-006-007",0,1,112800,
"kafka:gr-raw","2025-03-29T21:32:27.823Z","I_R01_2025-03-30","R1","2025-03-29T21:32:25.701Z","GR86-006-007",0,32768,23422,
"kafka:gr-raw","2025-03-29T21:32:04.513Z","I_R01_2025-03-30","R1","2025-03-29T21:32:02.281Z","GR86-006-007",0,13,112785,
"kafka:gr-raw","2025-03-29T21:30:11.399Z","I_R01_2025-03-30","R1","2025-03-29T21:30:09.492Z","GR86-006-007",0,12,114982,
"kafka:gr-raw","2025-03-29T21:28:16.006Z","I_R01_2025-03-30","R1","2025-03-29T21:28:14.509Z","GR86-006-007",0,11,112623,
"kafka:gr-raw","2025-03-29T21:26:22.390Z","I_R01_2025-03-30","R1","2025-03-29T21:26:21.886Z","GR86-006-007",0,10,112577,
"kafka:gr-raw","2025-03-29T21:24:31.077Z","I_R01_2025-03-30","R1","2025-03-29T21:24:29.299Z","GR86-006-007",0,9,149512,
"kafka:gr-raw","2025-03-29T21:22:10.938Z","I_R01_2025-03-30","R1","2025-03-29T21:21:59.784Z","GR86-006-007",0,8,167198,
"kafka:gr-raw","2025-03-29T21:19:13.190Z","I_R01_2025-03-30","R1","2025-03-29T21:19:12.584Z","GR86-006-007",0,7,174669,
"kafka:gr-raw","2025-03-29T21:16:22.818Z","I_R01_2025-03-30","R1","2025-03-29T21:16:17.910Z","GR86-006-007",0,6,126310,
"kafka:gr-raw","2025-03-29T21:14:12.971Z","I_R01_2025-03-30","R1","2025-03-29T21:14:11.611Z","GR86-006-007",0,5,112266,
"kafka:gr-raw","2025-03-29T21:12:22.552Z","I_R01_2025-03-30","R1","2025-03-29T21:12:19.337Z","GR86-006-007",0,4,112713,
"kafka:gr-raw","2025-03-29T21:10:46.610Z","I_R01_2025-03-30","R1","2025-03-29T21:10:26.615Z","GR86-006-007",0,3,115423,
"kafka:gr-raw","2025-03-29T21:08:31.992Z","I_R01_2025-03-30","R1","2025-03-29T21:08:31.193Z","GR86-006-007",0,2,157865,
"kafka:gr-raw","2025-03-29T21:05:53.540Z","I_R01_2025-03-30","R1","2025-03-29T21:05:53.326Z","GR86-006-007",0,1,158623,
"kafka:gr-raw","2025-03-29T21:03:28.396Z","I_R01_2025-03-30","R1","2025-03-29T21:03:14.696Z","GR86-006-007",0,32768,2004401,
"kafka:gr-raw","2025-03-30T20:49:30.800Z","I_R01_2025-03-30","R1","2025-03-30T20:49:30.142Z","GR86-008-113",0,25,125871,
"kafka:gr-raw","2025-03-30T20:44:54.853Z","I_R01_2025-03-30","R1","2025-03-30T20:44:54.174Z","GR86-008-113",0,24,182588,
"kafka:gr-raw","2025-03-30T20:41:52.735Z","I_R01_2025-03-30","R1","2025-03-30T20:41:51.584Z","GR86-008-113",0,23,115641,
"kafka:gr-raw","2025-03-30T19:53:32.741Z","I_R01_2025-03-30","R1","2025-03-30T19:53:31.670Z","GR86-008-113",0,32768,3101020,
"kafka:gr-raw","2025-03-30T16:14:13.856Z","I_R01_2025-03-30","R1","2025-03-30T16:14:12.175Z","GR86-008-113",0,0,46871,
"kafka:gr-raw","2025-03-30T16:12:17.213Z","I_R01_2025-03-30","R1","2025-03-30T16:12:16.106Z","GR86-008-113",0,7,161579,
"kafka:gr-raw","2025-03-30T15:42:37.051Z","I_R01_2025-03-30","R1","2025-03-30T15:42:36.169Z","GR86-008-113",0,32768,4646650,
"kafka:gr-raw","2025-03-30T01:07:27.125Z","I_R01_2025-03-30","R1","2025-03-30T01:07:25.143Z","GR86-008-113",0,0,39317,
"kafka:gr-raw","2025-03-30T01:06:50.656Z","I_R01_2025-03-30","R1","2025-03-30T01:06:45.843Z","GR86-008-113",0,32768,1389291,
"kafka:gr-raw","2025-03-30T00:42:23.409Z","I_R01_2025-03-30","R1","2025-03-30T00:42:19.933Z","GR86-008-113",0,0,39448,
"kafka:gr-raw","2025-03-30T00:41:40.928Z","I_R01_2025-03-30","R1","2025-03-30T00:41:40.493Z","GR86-008-113",0,32768,168398,
"kafka:gr-raw","2025-03-30T00:38:04.292Z","I_R01_2025-03-30","R1","2025-03-30T00:38:02.633Z","GR86-008-113",0,0,39526,
"kafka:gr-raw","2025-03-30T00:37:26.686Z","I_R01_2025-03-30","R1","2025-03-30T00:37:23.123Z","GR86-008-113",0,32768,191069,
"kafka:gr-raw","2025-03-30T00:08:46.392Z","I_R01_2025-03-30","R1","2025-03-30T00:08:44.855Z","GR86-008-113",0,0,2122,
"kafka:gr-raw","2025-03-30T00:08:44.206Z","I_R01_2025-03-30","R1","2025-03-30T00:08:42.730Z","GR86-008-113",0,32768,2830217,
"kafka:gr-raw","2025-03-29T22:00:31.488Z","I_R01_2025-03-30","R1","2025-03-29T22:00:30.498Z","GR86-008-113",0,0,39460,
"kafka:gr-raw","2025-03-29T21:59:51.553Z","I_R01_2025-03-30","R1","2025-03-29T21:59:51.057Z","GR86-008-113",0,11,151189,
"kafka:gr-raw","2025-03-29T21:56:11.805Z","I_R01_2025-03-30","R1","2025-03-29T21:56:06.563Z","GR86-008-113",0,10,180815,
"kafka:gr-raw","2025-03-29T21:53:07.916Z","I_R01_2025-03-30","R1","2025-03-29T21:53:05.741Z","GR86-008-113",0,9,114201,
"kafka:gr-raw","2025-03-29T21:51:11.949Z","I_R01_2025-03-30","R1","2025-03-29T21:51:11.541Z","GR86-008-113",0,8,114374,
"kafka:gr-raw","2025-03-29T21:49:17.781Z","I_R01_2025-03-30","R1","2025-03-29T21:49:17.169Z","GR86-008-113",0,7,113823,
"kafka:gr-raw","2025-03-29T21:47:24.621Z","I_R01_2025-03-30","R1","2025-03-29T21:47:23.357Z","GR86-008-113",0,6,115185,
"kafka:gr-raw","2025-03-29T21:45:30.337Z","I_R01_2025-03-30","R1","2025-03-29T21:45:28.153Z","GR86-008-113",0,5,113389,
"kafka:gr-raw","2025-03-29T21:43:35.778Z","I_R01_2025-03-30","R1","2025-03-29T21:43:34.759Z","GR86-008-113",0,4,115004,
"kafka:gr-raw","2025-03-29T21:41:45.355Z","I_R01_2025-03-30","R1","2025-03-29T21:41:39.771Z","GR86-008-113",0,3,113400,
"kafka:gr-raw","2025-03-29T21:39:47.476Z","I_R01_2025-03-30","R1","2025-03-29T21:39:46.362Z","GR86-008-113",0,2,113180,
"kafka:gr-raw","2025-03-29T21:37:58.870Z","I_R01_2025-03-30","R1","2025-03-29T21:37:53.165Z","GR86-008-113",0,1,114813,
"kafka:gr-raw","2025-03-29T21:36:16.088Z","I_R01_2025-03-30","R1","2025-03-29T21:35:58.353Z","GR86-008-113",0,32768,4679753,
"kafka:gr-raw","2025-03-30T20:52:07.355Z","I_R01_2025-03-30","R1","2025-03-30T20:52:02.602Z","GR86-009-005",0,12,1470839,
"kafka:gr-raw","2025-03-30T19:53:42.776Z","I_R01_2025-03-30","R1","2025-03-30T19:53:37.262Z","GR86-009-005",0,32768,2041106,
"kafka:gr-raw","2025-03-30T19:19:37.587Z","I_R01_2025-03-30","R1","2025-03-30T19:19:36.115Z","GR86-009-005",0,7,1638474,
"kafka:gr-raw","2025-03-30T15:42:33.601Z","I_R01_2025-03-30","R1","2025-03-30T15:42:32.902Z","GR86-009-005",0,32768,3969249,
"kafka:gr-raw","2025-03-29T22:48:32.096Z","I_R01_2025-03-30","R1","2025-03-29T22:48:31.120Z","GR86-009-005",0,16,2301290,
"kafka:gr-raw","2025-03-29T21:56:20.183Z","I_R01_2025-03-30","R1","2025-03-29T21:56:15.218Z","GR86-009-005",0,15,177125,
"kafka:gr-raw","2025-03-29T21:53:20.425Z","I_R01_2025-03-30","R1","2025-03-29T21:53:18.085Z","GR86-009-005",0,14,114615,
"kafka:gr-raw","2025-03-29T21:51:24.324Z","I_R01_2025-03-30","R1","2025-03-29T21:51:23.481Z","GR86-009-005",0,13,115885,
"kafka:gr-raw","2025-03-29T21:49:31.429Z","I_R01_2025-03-30","R1","2025-03-29T21:49:27.580Z","GR86-009-005",0,12,116414,
"kafka:gr-raw","2025-03-29T21:47:34.959Z","I_R01_2025-03-30","R1","2025-03-29T21:47:31.162Z","GR86-009-005",0,11,119594,
"kafka:gr-raw","2025-03-29T21:45:32.283Z","I_R01_2025-03-30","R1","2025-03-29T21:45:31.573Z","GR86-009-005",0,10,114579,
"kafka:gr-raw","2025-03-29T21:43:37.338Z","I_R01_2025-03-30","R1","2025-03-29T21:43:37.008Z","GR86-009-005",0,9,114303,
