NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;PIT_TIME;CLASS;GROUP;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;IM1_time;IM1_elapsed;IM2a_time;IM2a_elapsed;IM2_time;IM2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed
3;1;23;1:39.343;0;;26.893;0;43.172;0;29.278;0;134.1;38:11.428;10:43:58.464;0:26.893;0:43.172;0:29.278;184.3;;Am;;Toyota Gazoo Racing;GF;26.893;43.172;29.278;17.17;17.17;9.723;26.893;30.417;57.310;12.755;1:10.065;11.215;1:21.280;18.063;1:39.343
3;1;24;1:39.550;0;;27.144;0;43.117;0;29.289;0;133.9;39:50.978;10:45:38.014;0:27.144;0:43.117;0:29.289;184.3;;Am;;Toyota Gazoo Racing;GF;27.144;43.117;29.289;17.357;17.357;9.787;27.144;30.379;57.523;12.738;1:10.261;11.309;1:21.570;17.980;1:39.550
3;1;25;1:39.215;0;;27.042;0;43.052;0;29.121;0;134.3;41:30.193;10:47:17.229;0:27.042;0:43.052;0:29.121;184.3;;Am;;Toyota Gazoo Racing;GF;27.042;43.052;29.121;17.3;17.3;9.742;27.042;30.316;57.358;12.736;1:10.094;11.098;1:21.192;18.023;1:39.215
3;1;26;1:40.679;0;;27.168;0;43.296;0;30.215;0;132.4;43:10.872;10:48:57.908;0:27.168;0:43.296;0:30.215;184.3;;Am;;Toyota Gazoo Racing;GF;27.168;43.296;30.215;17.438;17.438;9.73;27.168;30.546;57.714;12.75;1:10.464;12.196;1:22.660;18.019;1:40.679
3;1;27;1:39.473;0;;27.125;0;42.907;0;29.441;0;134.0;44:50.345;10:50:37.381;0:27.125;0:42.907;0:29.441;185.2;;Am;;Toyota Gazoo Racing;GF;27.125;42.907;29.441;17.339;17.339;9.786;27.125;30.187;57.312;12.72;1:10.032;11.473;1:21.505;17.968;1:39.473
3;1;28;1:39.913;0;;26.983;0;43.475;0;29.455;0;133.4;46:30.258;10:52:17.294;0:26.983;0:43.475;0:29.455;184.3;;Am;;Toyota Gazoo Racing;FF;26.983;43.475;29.455;17.219;17.219;9.764;26.983;30.677;57.660;12.798;1:10.458;11.435;1:21.893;18.020;1:39.913
111;1;1;1:42.031;0;;29.134;0;43.894;0;29.003;0;130.6;1:42.031;10:07:29.067;0:29.134;0:43.894;0:29.003;185.2;;Am;;Toyota Gazoo Racing;GF;29.134;43.894;29.003;19.405;19.405;9.729;29.134;31.11;1:00.244;12.784;1:13.028;11.04;1:24.068;17.963;1:42.031
111;1;2;1:38.448;0;;26.932;0;42.61;0;28.906;0;135.4;3:20.479;10:09:07.515;0:26.932;0:42.610;0:28.906;185.2;;Am;;Toyota Gazoo Racing;GF;26.932;42.61;28.906;17.132;17.132;9.8;26.932;29.971;56.903;12.639;1:09.542;11.122;1:20.664;17.784;1:38.448
111;1;3;1:38.512;0;;26.83;0;42.778;0;28.904;0;135.3;4:58.991;10:10:46.027;0:26.830;0:42.778;0:28.904;185.2;;Am;;Toyota Gazoo Racing;GF;26.83;42.778;28.904;16.999;16.999;9.831;26.83;30.098;56.928;12.68;1:09.608;11.087;1:20.695;17.817;1:38.512
111;1;4;1:39.285;0;;26.873;0;43.47;0;28.942;0;134.2;6:38.276;10:12:25.312;0:26.873;0:43.470;0:28.942;185.2;;Am;;Toyota Gazoo Racing;GF;26.873;43.47;28.942;17.049;17.049;9.824;26.873;30.793;57.666;12.677;1:10.343;11.089;1:21.432;17.853;1:39.285
111;1;5;1:38.856;0;;27.109;0;42.763;0;28.984;0;134.8;8:17.132;10:14:04.168;0:27.109;0:42.763;0:28.984;185.2;;Am;;Toyota Gazoo Racing;GF;27.109;42.763;28.984;17.261;17.261;9.848;27.109;30.133;57.242;12.63;1:09.872;11.21;1:21.082;17.774;1:38.856
111;1;6;1:39.314;0;;26.835;0;43.532;0;28.947;0;134.2;9:56.446;10:15:43.482;0:26.835;0:43.532;0:28.947;185.2;;Am;;Toyota Gazoo Racing;GF;26.835;43.532;28.947;17.132;17.132;9.703;26.835;30.917;57.752;12.615;1:10.367;11.087;1:21.454;17.860;1:39.314
111;1;7;1:38.304;2;;26.762;0;42.679;0;28.863;0;135.6;11:34.750;10:17:21.786;0:26.762;0:42.679;0:28.863;185.2;;Am;;Toyota Gazoo Racing;GF;26.762;42.679;28.863;17.055;17.055;9.707;26.762;30.096;56.858;12.583;1:09.441;11.102;1:20.543;17.761;1:38.304
111;1;8;1:38.499;0;;26.902;0;42.684;0;28.913;0;135.3;13:13.249;10:19:00.285;0:26.902;0:42.684;0:28.913;185.2;;Am;;Toyota Gazoo Racing;GF;26.902;42.684;28.913;17.135;17.135;9.767;26.902;30.059;56.961;12.625;1:09.586;11.082;1:20.668;17.831;1:38.499
111;1;9;1:39.368;0;;27.491;0;43.012;0;28.865;0;134.1;14:52.617;10:20:39.653;0:27.491;0:43.012;0:28.865;185.2;;Am;;Toyota Gazoo Racing;GF;27.491;43.012;28.865;17.672;17.672;9.819;27.491;30.395;57.886;12.617;1:10.503;11.013;1:21.516;17.852;1:39.368
111;1;10;1:38.336;0;;26.85;0;42.666;0;28.820;0;135.5;16:30.953;10:22:17.989;0:26.850;0:42.666;0:28.820;185.2;;Am;;Toyota Gazoo Racing;GF;26.85;42.666;28.82;17.11;17.11;9.74;26.85;30.069;56.919;12.597;1:09.516;11.022;1:20.538;17.798;1:38.336
111;1;11;1:38.326;0;;26.821;0;42.67;0;28.835;0;135.5;18:09.279;10:23:56.315;0:26.821;0:42.670;0:28.835;185.2;;Am;;Toyota Gazoo Racing;GF;26.821;42.67;28.835;17.126;17.126;9.695;26.821;30.083;56.904;12.587;1:09.491;11.03;1:20.521;17.805;1:38.326
111;1;12;1:38.541;0;;26.987;0;42.681;0;28.873;0;135.2;19:47.820;10:25:34.856;0:26.987;0:42.681;0:28.873;185.2;;Am;;Toyota Gazoo Racing;GF;26.987;42.681;28.873;17.212;17.212;9.775;26.987;30.046;57.033;12.635;1:09.668;10.979;1:20.647;17.894;1:38.541
111;1;13;1:38.452;0;;26.835;0;42.689;0;28.928;0;135.3;21:26.272;10:27:13.308;0:26.835;0:42.689;0:28.928;185.2;;Am;;Toyota Gazoo Racing;GF;26.835;42.689;28.928;17.054;17.054;9.781;26.835;30.035;56.870;12.654;1:09.524;11.033;1:20.557;17.895;1:38.452
111;1;14;1:38.568;0;;26.851;0;42.699;0;29.018;0;135.2;23:04.840;10:28:51.876;0:26.851;0:42.699;0:29.018;185.2;;Am;;Toyota Gazoo Racing;GF;26.851;42.699;29.018;17.068;17.068;9.783;26.851;30.093;56.944;12.606;1:09.550;11.077;1:20.627;17.941;1:38.568
111;1;15;1:38.523;0;;26.942;0;42.744;0;28.837;0;135.3;24:43.363;10:30:30.399;0:26.942;0:42.744;0:28.837;185.2;;Am;;Toyota Gazoo Racing;GF;26.942;42.744;28.837;17.212;17.212;9.73;26.942;30.115;57.057;12.629;1:09.686;11.053;1:20.739;17.784;1:38.523
111;1;16;1:39.638;0;;26.971;0;43.541;0;29.126;0;133.7;26:23.001;10:32:10.037;0:26.971;0:43.541;0:29.126;185.2;;Am;;Toyota Gazoo Racing;GF;26.971;43.541;29.126;17.223;17.223;9.748;26.971;30.891;57.862;12.65;1:10.512;11.152;1:21.664;17.974;1:39.638
111;1;17;1:38.451;0;;27.049;0;42.627;0;28.775;0;135.3;28:01.452;10:33:48.488;0:27.049;0:42.627;0:28.775;185.2;;Am;;Toyota Gazoo Racing;GF;27.049;42.627;28.775;17.184;17.184;9.865;27.049;30.02;57.069;12.607;1:09.676;10.925;1:20.601;17.850;1:38.451
111;1;18;1:40.233;0;;26.951;0;44.267;0;29.015;0;132.9;29:41.685;10:35:28.721;0:26.951;0:44.267;0:29.015;185.2;;Am;;Toyota Gazoo Racing;GF;26.951;44.267;29.015;17.215;17.215;9.736;26.951;31.586;58.537;12.681;1:11.218;11.145;1:22.363;17.870;1:40.233
111;1;19;1:38.438;0;;27.004;0;42.518;2;28.916;0;135.4;31:20.123;10:37:07.159;0:27.004;0:42.518;0:28.916;185.2;;Am;;Toyota Gazoo Racing;GF;27.004;42.518;28.916;17.154;17.154;9.85;27.004;29.95;56.954;12.568;1:09.522;11.031;1:20.553;17.885;1:38.438
111;1;20;1:38.386;0;;26.759;2;42.96;0;28.667;2;135.4;32:58.509;10:38:45.545;0:26.759;0:42.960;0:28.667;185.2;;Am;;Toyota Gazoo Racing;GF;26.759;42.96;28.667;17.062;17.062;9.697;26.759;30.335;57.094;12.625;1:09.719;10.958;1:20.677;17.709;1:38.386
111;1;21;1:38.489;0;;26.793;0;42.686;0;29.010;0;135.3;34:36.998;10:40:24.034;0:26.793;0:42.686;0:29.010;185.2;;Am;;Toyota Gazoo Racing;GF;26.793;42.686;29.01;17.064;17.064;9.729;26.793;30.105;56.898;12.581;1:09.479;11.13;1:20.609;17.880;1:38.489
111;1;22;1:38.773;0;;26.94;0;42.843;0;28.990;0;134.9;36:15.771;10:42:02.807;0:26.940;0:42.843;0:28.990;185.2;;Am;;Toyota Gazoo Racing;GF;26.94;42.843;28.99;17.22;17.22;9.72;26.94;30.259;57.199;12.584;1:09.783;11.113;1:20.896;17.877;1:38.773
111;1;23;1:38.730;0;;26.873;0;42.883;0;28.974;0;135.0;37:54.501;10:43:41.537;0:26.873;0:42.883;0:28.974;185.2;;Am;;Toyota Gazoo Racing;GF;26.873;42.883;28.974;17.139;17.139;9.734;26.873;30.222;57.095;12.661;1:09.756;11.074;1:20.830;17.900;1:38.730
111;1;24;1:38.766;0;;26.759;0;42.687;0;29.320;0;134.9;39:33.267;10:45:20.303;0:26.759;0:42.687;0:29.320;185.2;;Am;;Toyota Gazoo Racing;GF;26.759;42.687;29.32;17.039;17.039;9.72;26.759;30.12;56.879;12.567;1:09.446;11.144;1:20.590;18.176;1:38.766
111;1;25;1:39.502;0;;27.513;0;43.17;0;28.819;0;133.9;41:12.769;10:46:59.805;0:27.513;0:43.170;0:28.819;185.2;;Am;;Toyota Gazoo Racing;GF;27.513;43.17;28.819;17.675;17.675;9.838;27.513;30.536;58.049;12.634;1:10.683;10.959;1:21.642;17.860;1:39.502
111;1;26;1:38.644;0;;26.976;0;42.571;0;29.097;0;135.1;42:51.413;10:48:38.449;0:26.976;0:42.571;0:29.097;185.2;;Am;;Toyota Gazoo Racing;GF;26.976;42.571;29.097;17.219;17.219;9.757;26.976;29.989;56.965;12.582;1:09.547;11.069;1:20.616;18.028;1:38.644
111;1;27;1:39.067;0;;26.904;0;43.058;0;29.105;0;134.5;44:30.480;10:50:17.516;0:26.904;0:43.058;0:29.105;185.2;;Am;;Toyota Gazoo Racing;GF;26.904;43.058;29.105;17.118;17.118;9.786;26.904;30.239;57.143;12.819;1:09.962;11.187;1:21.149;17.918;1:39.067
111;1;28;1:38.581;0;;26.855;0;42.713;0;29.013;0;135.2;46:09.061;10:51:56.097;0:26.855;0:42.713;0:29.013;185.2;;Am;;Toyota Gazoo Racing;FF;26.855;42.713;29.013;17.096;17.096;9.759;26.855;30.072;56.927;12.641;1:09.568;11.061;1:20.629;17.952;1:38.581
113;1;1;1:43.793;0;;30.257;0;43.945;0;29.591;0;128.4;1:43.793;10:07:30.829;0:30.257;0:43.945;0:29.591;185.2;;Am;;Toyota Gazoo Racing;GF;30.257;43.945;29.591;20.26;20.26;9.997;30.257;31.14;1:01.397;12.805;1:14.202;11.75;1:25.952;17.841;1:43.793
113;1;2;1:38.520;0;;27.107;0;42.78;0;28.633;2;135.3;3:22.313;10:09:09.349;0:27.107;0:42.780;0:28.633;185.2;;Am;;Toyota Gazoo Racing;GF;27.107;42.78;28.633;17.269;17.269;9.838;27.107;30.148;57.255;12.632;1:09.887;10.924;1:20.811;17.709;1:38.520
113;1;3;1:38.751;0;;27.157;0;42.804;0;28.790;0;134.9;5:01.064;10:10:48.100;0:27.157;0:42.804;0:28.790;185.2;;Am;;Toyota Gazoo Racing;GF;27.157;42.804;28.79;17.357;17.357;9.8;27.157;30.189;57.346;12.615;1:09.961;10.887;1:20.848;17.903;1:38.751
113;1;4;3:25.342;0;B;27.893;0;51.77;0;2:05.679;0;64.9;8:26.406;10:14:13.442;0:27.893;0:51.770;2:05.679;178.2;;Am;;Toyota Gazoo Racing;GF;27.893;51.77;125.679;17.362;17.362;10.531;27.893;35.867;1:03.760;15.903;1:19.663;14.253;1:33.916;1:51.426;3:25.342
113;1;5;1:47.472;0;;35.773;0;42.741;0;28.958;0;124.0;10:13.878;10:16:00.914;0:35.773;0:42.741;0:28.958;185.2;0:01:46.673;Am;;Toyota Gazoo Racing;GF;35.773;42.741;28.958;25.933;25.933;9.84;35.773;30.072;1:05.845;12.669;1:18.514;10.977;1:29.491;17.981;1:47.472
113;1;6;1:38.976;0;;27.061;0;43.098;0;28.817;0;134.6;11:52.854;10:17:39.890;0:27.061;0:43.098;0:28.817;185.2;;Am;;Toyota Gazoo Racing;GF;27.061;43.098;28.817;17.295;17.295;9.766;27.061;30.402;57.463;12.696;1:10.159;10.992;1:21.151;17.825;1:38.976
113;1;7;1:38.963;0;;26.915;0;42.965;0;29.083;0;134.6;13:31.817;10:19:18.853;0:26.915;0:42.965;0:29.083;185.2;;Am;;Toyota Gazoo Racing;GF;26.915;42.965;29.083;17.122;17.122;9.793;26.915;30.237;57.152;12.728;1:09.880;11.048;1:20.928;18.035;1:38.963
113;1;8;1:39.089;0;;27.31;0;42.756;0;29.023;0;134.5;15:10.906;10:20:57.942;0:27.310;0:42.756;0:29.023;184.3;;Am;;Toyota Gazoo Racing;GF;27.31;42.756;29.023;17.555;17.555;9.755;27.31;30.033;57.343;12.723;1:10.066;10.923;1:20.989;18.100;1:39.089
113;1;9;1:38.500;0;;26.694;0;42.716;0;29.090;0;135.3;16:49.406;10:22:36.442;0:26.694;0:42.716;0:29.090;184.3;;Am;;Toyota Gazoo Racing;GF;26.694;42.716;29.09;16.991;16.991;9.703;26.694;30.042;56.736;12.674;1:09.410;10.915;1:20.325;18.175;1:38.500
113;1;10;1:38.458;0;;26.712;0;42.855;0;28.891;0;135.3;18:27.864;10:24:14.900;0:26.712;0:42.855;0:28.891;185.2;;Am;;Toyota Gazoo Racing;GF;26.712;42.855;28.891;16.966;16.966;9.746;26.712;30.171;56.883;12.684;1:09.567;11.011;1:20.578;17.880;1:38.458
113;1;11;1:40.451;0;;27.032;0;43.852;0;29.567;0;132.7;20:08.315;10:25:55.351;0:27.032;0:43.852;0:29.567;178.2;;Am;;Toyota Gazoo Racing;GF;27.032;43.852;29.567;17.284;17.284;9.748;27.032;30.402;57.434;13.45;1:10.884;11.628;1:22.512;17.939;1:40.451
113;1;12;1:38.505;0;;26.867;0;42.677;0;28.961;0;135.3;21:46.820;10:27:33.856;0:26.867;0:42.677;0:28.961;185.2;;Am;;Toyota Gazoo Racing;GF;26.867;42.677;28.961;17.127;17.127;9.74;26.867;30.061;56.928;12.616;1:09.544;11.028;1:20.572;17.933;1:38.505
113;1;13;1:38.382;2;;26.69;2;42.627;2;29.065;0;135.4;23:25.202;10:29:12.238;0:26.690;0:42.627;0:29.065;185.2;;Am;;Toyota Gazoo Racing;GF;26.69;42.627;29.065;16.955;16.955;9.735;26.69;30.006;56.696;12.621;1:09.317;10.967;1:20.284;18.098;1:38.382
113;1;14;1:38.657;0;;26.822;0;42.822;0;29.013;0;135.1;25:03.859;10:30:50.895;0:26.822;0:42.822;0:29.013;184.3;;Am;;Toyota Gazoo Racing;GF;26.822;42.822;29.013;17.087;17.087;9.735;26.822;30.139;56.961;12.683;1:09.644;10.928;1:20.572;18.085;1:38.657
113;1;15;1:38.884;0;;26.837;0;42.767;0;29.280;0;134.8;26:42.743;10:32:29.779;0:26.837;0:42.767;0:29.280;185.2;;Am;;Toyota Gazoo Racing;GF;26.837;42.767;29.28;17.101;17.101;9.736;26.837;30.158;56.995;12.609;1:09.604;11.121;1:20.725;18.159;1:38.884
113;1;16;1:38.555;0;;26.814;0;42.756;0;28.985;0;135.2;28:21.298;10:34:08.334;0:26.814;0:42.756;0:28.985;185.2;;Am;;Toyota Gazoo Racing;GF;26.814;42.756;28.985;17.079;17.079;9.735;26.814;30.103;56.917;12.653;1:09.570;11.076;1:20.646;17.909;1:38.555
113;1;17;1:38.539;0;;26.851;0;42.687;0;29.001;0;135.2;29:59.837;10:35:46.873;0:26.851;0:42.687;0:29.001;185.2;;Am;;Toyota Gazoo Racing;GF;26.851;42.687;29.001;17.144;17.144;9.707;26.851;30.062;56.913;12.625;1:09.538;10.933;1:20.471;18.068;1:38.539
113;1;18;1:38.825;0;;27.1;0;42.675;0;29.050;0;134.8;31:38.662;10:37:25.698;0:27.100;0:42.675;0:29.050;185.2;;Am;;Toyota Gazoo Racing;GF;27.1;42.675;29.05;17.113;17.113;9.987;27.1;30.041;57.141;12.634;1:09.775;11.037;1:20.812;18.013;1:38.825
113;1;19;1:38.772;0;;26.785;0;42.799;0;29.188;0;134.9;33:17.434;10:39:04.470;0:26.785;0:42.799;0:29.188;185.2;;Am;;Toyota Gazoo Racing;GF;26.785;42.799;29.188;17.014;17.014;9.771;26.785;30.189;56.974;12.61;1:09.584;11.122;1:20.706;18.066;1:38.772
113;1;20;1:38.695;0;;26.87;0;42.722;0;29.103;0;135.0;34:56.129;10:40:43.165;0:26.870;0:42.722;0:29.103;185.2;;Am;;Toyota Gazoo Racing;GF;26.87;42.722;29.103;17.181;17.181;9.689;26.87;30.084;56.954;12.638;1:09.592;11.086;1:20.678;18.017;1:38.695
113;1;21;1:38.496;0;;26.843;0;42.755;0;28.898;0;135.3;36:34.625;10:42:21.661;0:26.843;0:42.755;0:28.898;185.2;;Am;;Toyota Gazoo Racing;GF;26.843;42.755;28.898;17.09;17.09;9.753;26.843;30.092;56.935;12.663;1:09.598;10.916;1:20.514;17.982;1:38.496
113;1;22;1:38.916;0;;26.725;0;42.998;0;29.193;0;134.7;38:13.541;10:44:00.577;0:26.725;0:42.998;0:29.193;185.2;;Am;;Toyota Gazoo Racing;GF;26.725;42.998;29.193;17.009;17.009;9.716;26.725;30.324;57.049;12.674;1:09.723;11.018;1:20.741;18.175;1:38.916
113;1;23;1:39.791;0;;26.699;0;43.08;0;30.012;0;133.5;39:53.332;10:45:40.368;0:26.699;0:43.080;0:30.012;185.2;;Am;;Toyota Gazoo Racing;GF;26.699;43.08;30.012;17.09;17.09;9.609;26.699;30.439;57.138;12.641;1:09.779;11.97;1:21.749;18.042;1:39.791
113;1;24;7:41.864;0;B;26.814;0;43.112;0;6:31.938;0;28.9;47:35.196;10:53:22.232;0:26.814;0:43.112;6:31.938;184.3;;Am;;Toyota Gazoo Racing;FF;26.814;43.112;391.938;17.043;17.043;9.771;26.814;30.434;57.248;12.678;1:09.926;11.25;1:21.176;6:20.688;7:41.864
13;1;1;1:38.222;0;;27.581;0;42.278;0;28.363;0;135.7;1:38.222;10:07:25.258;0:27.581;0:42.278;0:28.363;185.2;;Am;;Toyota Gazoo Racing;GF;27.581;42.278;28.363;17.886;17.886;9.695;27.581;29.7;57.281;12.578;1:09.859;10.71;1:20.569;17.653;1:38.222
13;1;2;1:37.350;2;;26.736;0;42.282;0;28.332;3;136.9;3:15.572;10:09:02.608;0:26.736;0:42.282;0:28.332;185.2;;Am;;Toyota Gazoo Racing;GF;26.736;42.282;28.332;17.078;17.078;9.658;26.736;29.709;56.445;12.573;1:09.018;10.639;1:19.657;17.693;1:37.350
13;1;3;1:37.437;0;;26.611;0;42.218;0;28.608;0;136.8;4:53.009;10:10:40.045;0:26.611;0:42.218;0:28.608;185.2;;Am;;Toyota Gazoo Racing;GF;26.611;42.218;28.608;16.922;16.922;9.689;26.611;29.643;56.254;12.575;1:08.829;10.803;1:19.632;17.805;1:37.437
