NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;PIT_TIME;CLASS;GROUP;MANUFACTURER;FLAG_AT_FL;S1_SECONDS;S2_SECONDS;S3_SECONDS;IM1a_time;IM1a_elapsed;INT-1_time;INT-1_elapsed;IM2a_time;IM2a_elapsed;INT-2_time;INT-2_elapsed;IM3a_time;IM3a_elapsed;FL_time;FL_elapsed
11;1;8;2:20.201;0;;50.022;0;44.683;0;45.496;0;98.6;17:25.985;13:13:15.563;0:50.022;0:44.683;0:45.496;152.1;;Am;Legends;Toyota Gazoo Racing;GF;50.022;44.683;45.496;;;;50.022;;;;1:34.705;;;;2:20.201
11;1;9;1:58.762;0;;40.984;0;38.576;0;39.202;0;116.3;19:24.747;13:15:14.325;0:40.984;0:38.576;0:39.202;180.0;;Am;Legends;Toyota Gazoo Racing;GF;40.984;38.576;39.202;;;;40.984;;;;1:19.560;;;;1:58.762
11;1;10;1:58.800;0;;41.066;0;38.633;0;39.101;0;116.3;21:23.547;13:17:13.125;0:41.066;0:38.633;0:39.101;178.2;;Am;Legends;Toyota Gazoo Racing;GF;41.066;38.633;39.101;;;;41.066;;;;1:19.699;;;;1:58.800
11;1;11;1:56.751;0;;39.316;0;38.311;0;39.124;0;118.4;23:20.298;13:19:09.876;0:39.316;0:38.311;0:39.124;179.1;;Am;Legends;Toyota Gazoo Racing;GF;39.316;38.311;39.124;;;;39.316;;;;1:17.627;;;;1:56.751
11;1;12;2:16.892;0;;41.903;0;41.167;0;53.822;0;100.9;25:37.190;13:21:26.768;0:41.903;0:41.167;0:53.822;179.1;;Am;Legends;Toyota Gazoo Racing;FCY;41.903;41.167;53.822;;;;41.903;;;;1:23.070;;;;2:16.892
11;1;13;2:45.337;0;;58.957;0;56.82;0;49.560;0;83.6;28:22.527;13:24:12.105;0:58.957;0:56.820;0:49.560;136.0;;Am;Legends;Toyota Gazoo Racing;FCY;58.957;56.82;49.56;;;;58.957;;;;1:55.777;;;;2:45.337
11;1;14;2:14.659;0;;41.896;0;49.623;0;43.140;0;102.6;30:37.186;13:26:26.764;0:41.896;0:49.623;0:43.140;176.2;;Am;Legends;Toyota Gazoo Racing;GF;41.896;49.623;43.14;;;;41.896;;;;1:31.519;;;;2:14.659
11;1;15;1:56.454;0;;39.599;0;38.48;0;38.375;0;118.7;32:33.640;13:28:23.218;0:39.599;0:38.480;0:38.375;181.2;;Am;Legends;Toyota Gazoo Racing;GF;39.599;38.48;38.375;;;;39.599;;;;1:18.079;;;;1:56.454
11;1;16;1:58.285;0;;39.559;0;39.592;0;39.134;0;116.8;34:31.925;13:30:21.503;0:39.559;0:39.592;0:39.134;179.1;;Am;Legends;Toyota Gazoo Racing;GF;39.559;39.592;39.134;;;;39.559;;;;1:19.151;;;;1:58.285
11;1;17;1:57.373;0;;40.608;0;37.992;0;38.773;0;117.7;36:29.298;13:32:18.876;0:40.608;0:37.992;0:38.773;183.1;;Am;Legends;Toyota Gazoo Racing;GF;40.608;37.992;38.773;;;;40.608;;;;1:18.600;;;;1:57.373
11;1;18;1:55.422;0;;38.901;0;37.999;0;38.522;0;119.7;38:24.720;13:34:14.298;0:38.901;0:37.999;0:38.522;183.1;;Am;Legends;Toyota Gazoo Racing;GF;38.901;37.999;38.522;;;;38.901;;;;1:16.900;;;;1:55.422
11;1;19;1:55.252;0;;38.818;2;37.832;2;38.602;0;119.9;40:19.972;13:36:09.550;0:38.818;0:37.832;0:38.602;180.0;;Am;Legends;Toyota Gazoo Racing;GF;38.818;37.832;38.602;;;;38.818;;;;1:16.650;;;;1:55.252
11;1;20;1:54.919;2;;38.825;0;38.118;0;37.976;2;120.2;42:14.891;13:38:04.469;0:38.825;0:38.118;0:37.976;183.1;;Am;Legends;Toyota Gazoo Racing;GF;38.825;38.118;37.976;;;;38.825;;;;1:16.943;;;;1:54.919
11;1;21;1:57.094;0;;38.901;0;38.436;0;39.757;0;118.0;44:11.985;13:40:01.563;0:38.901;0:38.436;0:39.757;181.2;;Am;Legends;Toyota Gazoo Racing;GF;38.901;38.436;39.757;;;;38.901;;;;1:17.337;;;;1:57.094
11;1;22;1:56.997;0;;38.987;0;38.254;0;39.756;0;118.1;46:08.982;13:41:58.560;0:38.987;0:38.254;0:39.756;179.1;;Am;Legends;Toyota Gazoo Racing;FF;38.987;38.254;39.756;;;;38.987;;;;1:17.241;;;;1:56.997
113;1;1;2:51.572;0;;1:07.397;0;50.827;0;53.348;0;80.5;2:51.572;12:58:41.150;1:07.397;0:50.827;0:53.348;156.1;;Am;;Toyota Gazoo Racing;GF;67.397;50.827;53.348;;;;1:07.397;;;;1:58.224;;;;2:51.572
113;1;2;1:59.664;0;;41.127;0;39.043;0;39.494;0;115.5;4:51.236;13:00:40.814;0:41.127;0:39.043;0:39.494;181.2;;Am;;Toyota Gazoo Racing;GF;41.127;39.043;39.494;;;;41.127;;;;1:20.170;;;;1:59.664
113;1;3;2:25.253;0;B;40.171;0;38.88;0;1:06.202;0;95.1;7:16.489;13:03:06.067;0:40.171;0:38.880;1:06.202;185.2;;Am;;Toyota Gazoo Racing;GF;40.171;38.88;66.202;;;;40.171;;;;1:19.051;;;;2:25.253
113;1;4;2:07.182;0;;49.415;0;38.534;0;39.233;0;108.6;9:23.671;13:05:13.249;0:49.415;0:38.534;0:39.233;184.3;0:00:46.405;Am;;Toyota Gazoo Racing;GF;49.415;38.534;39.233;;;;49.415;;;;1:27.949;;;;2:07.182
113;1;5;1:55.971;0;;39.262;0;37.968;0;38.741;0;119.1;11:19.642;13:07:09.220;0:39.262;0:37.968;0:38.741;183.1;;Am;;Toyota Gazoo Racing;GF;39.262;37.968;38.741;;;;39.262;;;;1:17.230;;;;1:55.971
113;1;6;1:56.339;0;;38.703;0;38.705;0;38.931;0;118.8;13:15.981;13:09:05.559;0:38.703;0:38.705;0:38.931;181.2;;Am;;Toyota Gazoo Racing;FCY;38.703;38.705;38.931;;;;38.703;;;;1:17.408;;;;1:56.339
113;1;7;1:56.083;0;;38.810;0;37.834;0;39.439;0;119.0;15:12.064;13:11:01.642;0:38.810;0:37.834;0:39.439;182.1;;Am;;Toyota Gazoo Racing;FCY;38.81;37.834;39.439;;;;38.810;;;;1:16.644;;;;1:56.083
113;1;8;2:16.636;0;;48.657;0;44.486;0;43.493;0;101.1;17:28.700;13:13:18.278;0:48.657;0:44.486;0:43.493;166.2;;Am;;Toyota Gazoo Racing;GF;48.657;44.486;43.493;;;;48.657;;;;1:33.143;;;;2:16.636
113;1;9;2:02.054;0;;40.738;0;40.918;0;40.398;0;113.2;19:30.754;13:15:20.332;0:40.738;0:40.918;0:40.398;181.2;;Am;;Toyota Gazoo Racing;GF;40.738;40.918;40.398;;;;40.738;;;;1:21.656;;;;2:02.054
113;1;10;1:58.038;0;;40.697;0;38.907;0;38.434;0;117.1;21:28.792;13:17:18.370;0:40.697;0:38.907;0:38.434;184.3;;Am;;Toyota Gazoo Racing;GF;40.697;38.907;38.434;;;;40.697;;;;1:19.604;;;;1:58.038
113;1;11;1:57.358;0;;40.259;0;38.338;0;38.761;0;117.7;23:26.150;13:19:15.728;0:40.259;0:38.338;0:38.761;183.1;;Am;;Toyota Gazoo Racing;FCY;40.259;38.338;38.761;;;;40.259;;;;1:18.597;;;;1:57.358
113;1;12;2:11.925;0;;38.807;0;38.682;0;54.436;0;104.7;25:38.075;13:21:27.653;0:38.807;0:38.682;0:54.436;177.0;;Am;;Toyota Gazoo Racing;FCY;38.807;38.682;54.436;;;;38.807;;;;1:17.489;;;;2:11.925
113;1;13;2:44.764;0;;58.984;0;56.874;0;48.906;0;83.9;28:22.839;13:24:12.417;0:58.984;0:56.874;0:48.906;136.0;;Am;;Toyota Gazoo Racing;FCY;58.984;56.874;48.906;;;;58.984;;;;1:55.858;;;;2:44.764
113;1;14;2:15.148;0;;42.177;0;49.377;0;43.594;0;102.2;30:37.987;13:26:27.565;0:42.177;0:49.377;0:43.594;165.1;;Am;;Toyota Gazoo Racing;GF;42.177;49.377;43.594;;;;42.177;;;;1:31.554;;;;2:15.148
113;1;15;1:56.181;0;;39.273;0;38.356;0;38.552;0;118.9;32:34.168;13:28:23.746;0:39.273;0:38.356;0:38.552;184.3;;Am;;Toyota Gazoo Racing;GF;39.273;38.356;38.552;;;;39.273;;;;1:17.629;;;;1:56.181
113;1;16;1:57.397;0;;39.287;0;38.792;0;39.318;0;117.7;34:31.565;13:30:21.143;0:39.287;0:38.792;0:39.318;185.2;;Am;;Toyota Gazoo Racing;GF;39.287;38.792;39.318;;;;39.287;;;;1:18.079;;;;1:57.397
113;1;17;1:56.552;0;;40.460;0;37.774;0;38.318;0;118.6;36:28.117;13:32:17.695;0:40.460;0:37.774;0:38.318;183.1;;Am;;Toyota Gazoo Racing;GF;40.46;37.774;38.318;;;;40.460;;;;1:18.234;;;;1:56.552
113;1;18;1:53.590;0;;38.047;2;37.388;0;38.155;0;121.6;38:21.707;13:34:11.285;0:38.047;0:37.388;0:38.155;184.3;;Am;;Toyota Gazoo Racing;GF;38.047;37.388;38.155;;;;38.047;;;;1:15.435;;;;1:53.590
113;1;19;1:54.646;0;;38.258;0;38.043;0;38.345;0;120.5;40:16.353;13:36:05.931;0:38.258;0:38.043;0:38.345;184.3;;Am;;Toyota Gazoo Racing;GF;38.258;38.043;38.345;;;;38.258;;;;1:16.301;;;;1:54.646
113;1;20;1:53.218;2;;38.111;0;37.292;0;37.815;2;122.0;42:09.571;13:37:59.149;0:38.111;0:37.292;0:37.815;185.2;;Am;;Toyota Gazoo Racing;GF;38.111;37.292;37.815;;;;38.111;;;;1:15.403;;;;1:53.218
113;1;21;1:56.528;0;;38.601;0;37.271;2;40.656;0;118.6;44:06.099;13:39:55.677;0:38.601;0:37.271;0:40.656;186.2;;Am;;Toyota Gazoo Racing;GF;38.601;37.271;40.656;;;;38.601;;;;1:15.872;;;;1:56.528
113;1;22;1:55.696;0;;38.230;0;37.605;0;39.861;0;119.4;46:01.795;13:41:51.373;0:38.230;0:37.605;0:39.861;184.3;;Am;;Toyota Gazoo Racing;FF;38.23;37.605;39.861;;;;38.230;;;;1:15.835;;;;1:55.696
12;1;1;2:56.574;0;;1:15.775;0;50.476;0;50.323;0;78.3;2:56.574;12:58:46.152;1:15.775;0:50.476;0:50.323;157.2;;Am;Legends;Toyota Gazoo Racing;GF;75.775;50.476;50.323;;;;1:15.775;;;;2:06.251;;;;2:56.574
12;1;2;2:02.276;0;;41.698;0;40.965;0;39.613;0;113.0;4:58.850;13:00:48.428;0:41.698;0:40.965;0:39.613;177.0;;Am;Legends;Toyota Gazoo Racing;GF;41.698;40.965;39.613;;;;41.698;;;;1:22.663;;;;2:02.276
12;1;3;1:59.864;0;;40.653;0;39.904;0;39.307;0;115.3;6:58.714;13:02:48.292;0:40.653;0:39.904;0:39.307;173.1;;Am;Legends;Toyota Gazoo Racing;GF;40.653;39.904;39.307;;;;40.653;;;;1:20.557;;;;1:59.864
12;1;4;1:59.552;0;;40.750;0;39.263;0;39.539;0;115.6;8:58.266;13:04:47.844;0:40.750;0:39.263;0:39.539;177.0;;Am;Legends;Toyota Gazoo Racing;GF;40.75;39.263;39.539;;;;40.750;;;;1:20.013;;;;1:59.552
12;1;5;1:59.462;0;;40.415;0;39.474;0;39.573;0;115.7;10:57.728;13:06:47.306;0:40.415;0:39.474;0:39.573;179.1;;Am;Legends;Toyota Gazoo Racing;GF;40.415;39.474;39.573;;;;40.415;;;;1:19.889;;;;1:59.462
12;1;6;2:00.197;0;;40.430;0;40.086;0;39.681;0;115.0;12:57.925;13:08:47.503;0:40.430;0:40.086;0:39.681;176.2;;Am;Legends;Toyota Gazoo Racing;FCY;40.43;40.086;39.681;;;;40.430;;;;1:20.516;;;;2:00.197
12;1;7;2:11.262;0;;42.277;0;43.409;0;45.576;0;105.3;15:09.187;13:10:58.765;0:42.277;0:43.409;0:45.576;172.2;;Am;Legends;Toyota Gazoo Racing;FCY;42.277;43.409;45.576;;;;42.277;;;;1:25.686;;;;2:11.262
12;1;8;2:18.753;0;;50.446;0;44.529;0;43.778;0;99.6;17:27.940;13:13:17.518;0:50.446;0:44.529;0:43.778;162.2;;Am;Legends;Toyota Gazoo Racing;GF;50.446;44.529;43.778;;;;50.446;;;;1:34.975;;;;2:18.753
12;1;9;2:01.646;0;;41.271;0;40.934;0;39.441;0;113.6;19:29.586;13:15:19.164;0:41.271;0:40.934;0:39.441;178.2;;Am;Legends;Toyota Gazoo Racing;GF;41.271;40.934;39.441;;;;41.271;;;;1:22.205;;;;2:01.646
12;1;10;1:58.761;0;;40.791;0;38.875;0;39.095;0;116.3;21:28.347;13:17:17.925;0:40.791;0:38.875;0:39.095;179.1;;Am;Legends;Toyota Gazoo Racing;GF;40.791;38.875;39.095;;;;40.791;;;;1:19.666;;;;1:58.761
12;1;11;2:18.127;0;;39.731;2;58.736;0;39.660;0;100.0;23:46.474;13:19:36.052;0:39.731;0:58.736;0:39.660;179.1;;Am;Legends;Toyota Gazoo Racing;FCY;39.731;58.736;39.66;;;;39.731;;;;1:38.467;;;;2:18.127
12;1;12;2:00.119;0;;40.549;0;39.897;0;39.673;0;115.0;25:46.593;13:21:36.171;0:40.549;0:39.897;0:39.673;176.2;;Am;Legends;Toyota Gazoo Racing;FCY;40.549;39.897;39.673;;;;40.549;;;;1:20.446;;;;2:00.119
12;1;13;2:38.189;0;;52.501;0;56.842;0;48.846;0;87.3;28:24.782;13:24:14.360;0:52.501;0:56.842;0:48.846;175.0;;Am;Legends;Toyota Gazoo Racing;FCY;52.501;56.842;48.846;;;;52.501;;;;1:49.343;;;;2:38.189
12;1;14;2:13.891;0;;42.191;0;50.056;0;41.644;0;103.2;30:38.673;13:26:28.251;0:42.191;0:50.056;0:41.644;173.1;;Am;Legends;Toyota Gazoo Racing;GF;42.191;50.056;41.644;;;;42.191;;;;1:32.247;;;;2:13.891
12;1;15;1:58.128;0;;40.073;0;38.724;0;39.331;0;117.0;32:36.801;13:28:26.379;0:40.073;0:38.724;0:39.331;175.0;;Am;Legends;Toyota Gazoo Racing;GF;40.073;38.724;39.331;;;;40.073;;;;1:18.797;;;;1:58.128
12;1;16;1:58.878;0;;40.276;0;39.225;0;39.377;0;116.2;34:35.679;13:30:25.257;0:40.276;0:39.225;0:39.377;178.2;;Am;Legends;Toyota Gazoo Racing;GF;40.276;39.225;39.377;;;;40.276;;;;1:19.501;;;;1:58.878
12;1;17;1:57.719;2;;39.985;0;38.525;2;39.209;0;117.4;36:33.398;13:32:22.976;0:39.985;0:38.525;0:39.209;179.1;;Am;Legends;Toyota Gazoo Racing;GF;39.985;38.525;39.209;;;;39.985;;;;1:18.510;;;;1:57.719
12;1;18;1:57.825;0;;39.952;0;38.795;0;39.078;2;117.3;38:31.223;13:34:20.801;0:39.952;0:38.795;0:39.078;178.2;;Am;Legends;Toyota Gazoo Racing;GF;39.952;38.795;39.078;;;;39.952;;;;1:18.747;;;;1:57.825
12;1;19;1:57.981;0;;39.892;0;38.983;0;39.106;0;117.1;40:29.204;13:36:18.782;0:39.892;0:38.983;0:39.106;178.2;;Am;Legends;Toyota Gazoo Racing;GF;39.892;38.983;39.106;;;;39.892;;;;1:18.875;;;;1:57.981
12;1;20;1:58.872;0;;40.382;0;39.278;0;39.212;0;116.2;42:28.076;13:38:17.654;0:40.382;0:39.278;0:39.212;179.1;;Am;Legends;Toyota Gazoo Racing;GF;40.382;39.278;39.212;;;;40.382;;;;1:19.660;;;;1:58.872
12;1;21;1:59.221;0;;40.170;0;38.873;0;40.178;0;115.9;44:27.297;13:40:16.875;0:40.170;0:38.873;0:40.178;177.0;;Am;Legends;Toyota Gazoo Racing;GF;40.17;38.873;40.178;;;;40.170;;;;1:19.043;;;;1:59.221
12;1;22;2:00.375;0;;40.319;0;39.334;0;40.722;0;114.8;46:27.672;13:42:17.250;0:40.319;0:39.334;0:40.722;178.2;;Am;Legends;Toyota Gazoo Racing;FF;40.319;39.334;40.722;;;;40.319;;;;1:19.653;;;;2:00.375
13;1;1;2:50.427;0;;1:03.282;0;51.937;0;55.208;0;81.1;2:50.427;12:58:40.005;1:03.282;0:51.937;0:55.208;141.2;;Am;;Toyota Gazoo Racing;GF;63.282;51.937;55.208;;;;1:03.282;;;;1:55.219;;;;2:50.427
13;1;2;1:58.213;0;;40.239;0;39.323;0;38.651;0;116.9;4:48.640;13:00:38.218;0:40.239;0:39.323;0:38.651;179.1;;Am;;Toyota Gazoo Racing;GF;40.239;39.323;38.651;;;;40.239;;;;1:19.562;;;;1:58.213
13;1;3;1:56.174;0;;38.665;0;38.689;0;38.820;0;118.9;6:44.814;13:02:34.392;0:38.665;0:38.689;0:38.820;181.2;;Am;;Toyota Gazoo Racing;GF;38.665;38.689;38.82;;;;38.665;;;;1:17.354;;;;1:56.174
13;1;4;1:58.448;0;;39.037;0;39.885;0;39.526;0;116.7;8:43.262;13:04:32.840;0:39.037;0:39.885;0:39.526;180.0;;Am;;Toyota Gazoo Racing;GF;39.037;39.885;39.526;;;;39.037;;;;1:18.922;;;;1:58.448
13;1;5;1:55.773;0;;38.651;0;38.795;0;38.327;0;119.4;10:39.035;13:06:28.613;0:38.651;0:38.795;0:38.327;185.2;;Am;;Toyota Gazoo Racing;GF;38.651;38.795;38.327;;;;38.651;;;;1:17.446;;;;1:55.773
13;1;6;1:54.569;0;;38.210;0;37.44;0;38.919;0;120.6;12:33.604;13:08:23.182;0:38.210;0:37.440;0:38.919;187.2;;Am;;Toyota Gazoo Racing;FCY;38.21;37.44;38.919;;;;38.210;;;;1:15.650;;;;1:54.569
13;1;7;2:25.124;0;;41.054;0;45.15;0;58.920;0;95.2;14:58.728;13:10:48.306;0:41.054;0:45.150;0:58.920;169.0;;Am;;Toyota Gazoo Racing;FCY;41.054;45.15;58.92;;;;41.054;;;;1:26.204;;;;2:25.124
13;1;8;2:22.384;0;;49.814;0;45.608;0;46.962;0;97.0;17:21.112;13:13:10.690;0:49.814;0:45.608;0:46.962;144.0;;Am;;Toyota Gazoo Racing;GF;49.814;45.608;46.962;;;;49.814;;;;1:35.422;;;;2:22.384
13;1;9;1:55.299;0;;39.729;0;37.583;0;37.987;0;119.8;19:16.411;13:15:05.989;0:39.729;0:37.583;0:37.987;184.3;;Am;;Toyota Gazoo Racing;GF;39.729;37.583;37.987;;;;39.729;;;;1:17.312;;;;1:55.299
13;1;10;1:53.861;0;;38.282;0;37.581;0;37.998;0;121.4;21:10.272;13:16:59.850;0:38.282;0:37.581;0:37.998;184.3;;Am;;Toyota Gazoo Racing;GF;38.282;37.581;37.998;;;;38.282;;;;1:15.863;;;;1:53.861
13;1;11;1:53.981;0;;38.161;0;37.435;0;38.385;0;121.2;23:04.253;13:18:53.831;0:38.161;0:37.435;0:38.385;185.2;;Am;;Toyota Gazoo Racing;GF;38.161;37.435;38.385;;;;38.161;;;;1:15.596;;;;1:53.981
13;1;12;2:22.357;0;;39.765;0;45.46;0;57.132;0;97.1;25:26.610;13:21:16.188;0:39.765;0:45.460;0:57.132;179.1;;Am;;Toyota Gazoo Racing;FCY;39.765;45.46;57.132;;;;39.765;;;;1:25.225;;;;2:22.357
