expire_at,lap,meta_event,meta_session,meta_source,meta_time,original_vehicle_id,outing,timestamp,vehicle_id,vehicle_number
,5,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:46:53.780Z,GR86-004-78,0,2025-09-06T18:46:47.979Z,GR86-004-78,78
,6,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:48:30.412Z,GR86-004-78,0,2025-09-06T18:48:29.995Z,GR86-004-78,78
,7,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:50:11.173Z,GR86-004-78,0,2025-09-06T18:50:10.677Z,GR86-004-78,78
,8,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:51:52.304Z,GR86-004-78,0,2025-09-06T18:51:51.056Z,GR86-004-78,78
,9,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:53:53.829Z,GR86-004-78,0,2025-09-06T18:53:31.273Z,GR86-004-78,78
,10,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:55:13.204Z,GR86-004-78,0,2025-09-06T18:55:11.526Z,GR86-004-78,78
,11,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:56:52.545Z,GR86-004-78,0,2025-09-06T18:56:51.939Z,GR86-004-78,78
,12,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:58:34.883Z,GR86-004-78,0,2025-09-06T18:58:34.532Z,GR86-004-78,78
,13,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:00:15.641Z,GR86-004-78,0,2025-09-06T19:00:15.121Z,GR86-004-78,78
,14,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:02:01.464Z,GR86-004-78,0,2025-09-06T19:01:56.047Z,GR86-004-78,78
,15,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:03:37.431Z,GR86-004-78,0,2025-09-06T19:03:37.133Z,GR86-004-78,78
,16,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:05:24.570Z,GR86-004-78,0,2025-09-06T19:05:17.447Z,GR86-004-78,78
,17,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:07:02.329Z,GR86-004-78,0,2025-09-06T19:06:59.070Z,GR86-004-78,78
,18,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:08:41.370Z,GR86-004-78,0,2025-09-06T19:08:40.495Z,GR86-004-78,78
,19,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:10:21.402Z,GR86-004-78,0,2025-09-06T19:10:21.134Z,GR86-004-78,78
,20,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:12:03.888Z,GR86-004-78,0,2025-09-06T19:12:02.083Z,GR86-004-78,78
,21,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:13:48.727Z,GR86-004-78,0,2025-09-06T19:13:43.550Z,GR86-004-78,78
,22,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:15:24.483Z,GR86-004-78,0,2025-09-06T19:15:24.198Z,GR86-004-78,78
,23,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:17:05.890Z,GR86-004-78,0,2025-09-06T19:17:05.572Z,GR86-004-78,78
,24,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:18:50.718Z,GR86-004-78,0,2025-09-06T19:18:46.420Z,GR86-004-78,78
,25,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:20:28.292Z,GR86-004-78,0,2025-09-06T19:20:27.335Z,GR86-004-78,78
,26,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:22:08.251Z,GR86-004-78,0,2025-09-06T19:22:08.056Z,GR86-004-78,78
,27,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:23:50.575Z,GR86-004-78,0,2025-09-06T19:23:48.931Z,GR86-004-78,78
,1,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:49.969Z,GR86-006-7,0,2025-09-06T18:40:42.068Z,GR86-006-7,7
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:42:35.979Z,GR86-006-7,0,2025-09-06T18:42:28.534Z,GR86-006-7,7
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:42:35.978Z,GR86-006-7,0,2025-09-06T18:42:28.477Z,GR86-006-7,7
,3,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:44:44.568Z,GR86-006-7,0,2025-09-06T18:44:43.712Z,GR86-006-7,7
,3,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:44:44.568Z,GR86-006-7,0,2025-09-06T18:44:43.671Z,GR86-006-7,7
,3,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:42:35.978Z,GR86-006-7,0,2025-09-06T18:42:28.478Z,GR86-006-7,7
,4,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:46:44.310Z,GR86-006-7,0,2025-09-06T18:46:43.779Z,GR86-006-7,7
,4,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:44:44.568Z,GR86-006-7,0,2025-09-06T18:44:43.673Z,GR86-006-7,7
,5,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:48:23.867Z,GR86-006-7,0,2025-09-06T18:48:22.910Z,GR86-006-7,7
,6,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:50:03.085Z,GR86-006-7,0,2025-09-06T18:50:01.993Z,GR86-006-7,7
,7,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:51:42.960Z,GR86-006-7,0,2025-09-06T18:51:40.896Z,GR86-006-7,7
,8,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:53:53.217Z,GR86-006-7,0,2025-09-06T18:53:19.725Z,GR86-006-7,7
,9,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:55:00.029Z,GR86-006-7,0,2025-09-06T18:54:58.695Z,GR86-006-7,7
,10,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:56:38.125Z,GR86-006-7,0,2025-09-06T18:56:37.307Z,GR86-006-7,7
,11,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:58:17.367Z,GR86-006-7,0,2025-09-06T18:58:16.102Z,GR86-006-7,7
,11,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:58:17.366Z,GR86-006-7,0,2025-09-06T18:58:16.098Z,GR86-006-7,7
,12,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:59:54.861Z,GR86-006-7,0,2025-09-06T18:59:54.677Z,GR86-006-7,7
,12,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:58:17.366Z,GR86-006-7,0,2025-09-06T18:58:16.100Z,GR86-006-7,7
,13,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:01:34.483Z,GR86-006-7,0,2025-09-06T19:01:33.393Z,GR86-006-7,7
,14,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:03:14.102Z,GR86-006-7,0,2025-09-06T19:03:12.209Z,GR86-006-7,7
,15,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:04:51.241Z,GR86-006-7,0,2025-09-06T19:04:50.800Z,GR86-006-7,7
,16,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:06:32.754Z,GR86-006-7,0,2025-09-06T19:06:30.018Z,GR86-006-7,7
,16,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:06:32.753Z,GR86-006-7,0,2025-09-06T19:06:29.970Z,GR86-006-7,7
,17,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:08:15.783Z,GR86-006-7,0,2025-09-06T19:08:08.971Z,GR86-006-7,7
,17,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:06:32.753Z,GR86-006-7,0,2025-09-06T19:06:29.974Z,GR86-006-7,7
,18,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:09:51.824Z,GR86-006-7,0,2025-09-06T19:09:47.892Z,GR86-006-7,7
,19,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:11:28.476Z,GR86-006-7,0,2025-09-06T19:11:27.219Z,GR86-006-7,7
,20,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:13:46.506Z,GR86-006-7,0,2025-09-06T19:13:06.337Z,GR86-006-7,7
,20,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:13:46.506Z,GR86-006-7,0,2025-09-06T19:13:06.327Z,GR86-006-7,7
,21,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:14:49.210Z,GR86-006-7,0,2025-09-06T19:14:45.116Z,GR86-006-7,7
,21,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:13:46.506Z,GR86-006-7,0,2025-09-06T19:13:06.331Z,GR86-006-7,7
,22,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:16:51.973Z,GR86-006-7,0,2025-09-06T19:16:24.300Z,GR86-006-7,7
,23,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:18:05.360Z,GR86-006-7,0,2025-09-06T19:18:04.515Z,GR86-006-7,7
,24,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:19:46.561Z,GR86-006-7,0,2025-09-06T19:19:41.964Z,GR86-006-7,7
,25,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:21:21.708Z,GR86-006-7,0,2025-09-06T19:21:21.165Z,GR86-006-7,7
,25,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:21:21.708Z,GR86-006-7,0,2025-09-06T19:21:21.162Z,GR86-006-7,7
,26,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:23:02.600Z,GR86-006-7,0,2025-09-06T19:22:59.889Z,GR86-006-7,7
,26,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:21:21.708Z,GR86-006-7,0,2025-09-06T19:21:21.164Z,GR86-006-7,7
,27,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T19:24:40.665Z,GR86-006-7,0,2025-09-06T19:24:39.002Z,GR86-006-7,7
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.924Z,GR86-010-16,0,2025-09-06T18:40:41.553Z,GR86-010-16,16
,3,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:42:24.702Z,GR86-010-16,0,2025-09-06T18:42:24.359Z,GR86-010-16,16
,4,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:44:40.591Z,GR86-010-16,0,2025-09-06T18:44:40.438Z,GR86-010-16,16
,5,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:46:44.328Z,GR86-010-16,0,2025-09-06T18:46:42.346Z,GR86-010-16,16
,6,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:48:22.332Z,GR86-010-16,0,2025-09-06T18:48:21.071Z,GR86-010-16,16
,7,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:49:59.181Z,GR86-010-16,0,2025-09-06T18:49:58.948Z,GR86-010-16,16
,8,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:51:37.789Z,GR86-010-16,0,2025-09-06T18:51:36.759Z,GR86-010-16,16
