expire_at,lap,meta_event,meta_session,meta_source,meta_time,original_vehicle_id,outing,telemetry_name,telemetry_value,timestamp,vehicle_id,vehicle_number
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.926Z,GR86-002-000,0,VBOX_Long_Minutes,-86.61963653564453,2025-09-05T00:28:20.551Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.926Z,GR86-002-000,0,VBOX_Lat_Min,33.532588958740234,2025-09-05T00:28:20.551Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.926Z,GR86-002-000,0,Steering_Angle,2.7,2025-09-05T00:28:20.551Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.837Z,GR86-002-000,0,accx_can,-0.094,2025-09-05T00:28:20.507Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.837Z,GR86-002-000,0,accy_can,0.088,2025-09-05T00:28:20.507Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.837Z,GR86-002-000,0,aps,100,2025-09-05T00:28:20.507Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.837Z,GR86-002-000,0,pbrake_r,0,2025-09-05T00:28:20.507Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.837Z,GR86-002-000,0,pbrake_f,0,2025-09-05T00:28:20.507Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.837Z,GR86-002-000,0,gear,3,2025-09-05T00:28:20.507Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.837Z,GR86-002-000,0,VBOX_Long_Minutes,-86.61966705322266,2025-09-05T00:28:20.507Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.837Z,GR86-002-000,0,VBOX_Lat_Min,33.53256607055664,2025-09-05T00:28:20.507Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.837Z,GR86-002-000,0,Steering_Angle,2.7,2025-09-05T00:28:20.507Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.837Z,GR86-002-000,0,accx_can,0.096,2025-09-05T00:28:20.464Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.837Z,GR86-002-000,0,accy_can,0.052000000000000005,2025-09-05T00:28:20.464Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.837Z,GR86-002-000,0,aps,100,2025-09-05T00:28:20.464Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.837Z,GR86-002-000,0,pbrake_r,0,2025-09-05T00:28:20.464Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.837Z,GR86-002-000,0,pbrake_f,0,2025-09-05T00:28:20.464Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.837Z,GR86-002-000,0,gear,3,2025-09-05T00:28:20.464Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.837Z,GR86-002-000,0,VBOX_Long_Minutes,-86.61966705322266,2025-09-05T00:28:20.464Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.837Z,GR86-002-000,0,VBOX_Lat_Min,33.53256607055664,2025-09-05T00:28:20.464Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.837Z,GR86-002-000,0,Steering_Angle,3.3000000000000003,2025-09-05T00:28:20.464Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,accx_can,0.231,2025-09-05T00:28:20.421Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,accy_can,0.096,2025-09-05T00:28:20.421Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,aps,100,2025-09-05T00:28:20.421Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,pbrake_r,0,2025-09-05T00:28:20.421Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,pbrake_f,0,2025-09-05T00:28:20.421Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,gear,2,2025-09-05T00:28:20.421Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,VBOX_Long_Minutes,-86.61968994140625,2025-09-05T00:28:20.421Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,VBOX_Lat_Min,33.53254699707031,2025-09-05T00:28:20.421Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,Steering_Angle,3.7,2025-09-05T00:28:20.421Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,speed,124.79,2025-09-05T00:28:20.421Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,accx_can,0.258,2025-09-05T00:28:20.377Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,accy_can,0.096,2025-09-05T00:28:20.377Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,aps,100,2025-09-05T00:28:20.377Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,pbrake_r,0,2025-09-05T00:28:20.377Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,pbrake_f,0,2025-09-05T00:28:20.377Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,gear,2,2025-09-05T00:28:20.377Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,VBOX_Long_Minutes,-86.61968994140625,2025-09-05T00:28:20.377Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,VBOX_Lat_Min,33.53254699707031,2025-09-05T00:28:20.377Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,Steering_Angle,5.7,2025-09-05T00:28:20.377Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,Laptrigger_lapdist_dls,3708,2025-09-05T00:28:20.377Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,nmot,7112,2025-09-05T00:28:20.377Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,accx_can,0.245,2025-09-05T00:28:20.335Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,accy_can,0.088,2025-09-05T00:28:20.335Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,aps,100,2025-09-05T00:28:20.335Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,pbrake_r,0,2025-09-05T00:28:20.335Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,pbrake_f,0,2025-09-05T00:28:20.335Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,gear,2,2025-09-05T00:28:20.335Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,VBOX_Long_Minutes,-86.61972045898438,2025-09-05T00:28:20.335Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,VBOX_Lat_Min,33.53252410888672,2025-09-05T00:28:20.335Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,Steering_Angle,6.800000000000001,2025-09-05T00:28:20.335Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,accx_can,0.233,2025-09-05T00:28:20.292Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,accy_can,0.068,2025-09-05T00:28:20.292Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,aps,100,2025-09-05T00:28:20.292Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,pbrake_r,0,2025-09-05T00:28:20.292Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,pbrake_f,0,2025-09-05T00:28:20.292Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,gear,2,2025-09-05T00:28:20.292Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,VBOX_Long_Minutes,-86.61972045898438,2025-09-05T00:28:20.292Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,VBOX_Lat_Min,33.53252410888672,2025-09-05T00:28:20.292Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,Steering_Angle,6.9,2025-09-05T00:28:20.292Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,accx_can,0.261,2025-09-05T00:28:20.248Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,accy_can,0.065,2025-09-05T00:28:20.248Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,aps,100,2025-09-05T00:28:20.248Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,pbrake_r,0,2025-09-05T00:28:20.248Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,pbrake_f,0,2025-09-05T00:28:20.248Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,gear,2,2025-09-05T00:28:20.248Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,VBOX_Long_Minutes,-86.61972045898438,2025-09-05T00:28:20.248Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,VBOX_Lat_Min,33.53252410888672,2025-09-05T00:28:20.248Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,Steering_Angle,6.9,2025-09-05T00:28:20.248Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,accx_can,0.251,2025-09-05T00:28:20.205Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,accy_can,0.07,2025-09-05T00:28:20.205Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,aps,100,2025-09-05T00:28:20.205Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,pbrake_r,0,2025-09-05T00:28:20.205Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,pbrake_f,0,2025-09-05T00:28:20.205Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,gear,2,2025-09-05T00:28:20.205Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,VBOX_Long_Minutes,-86.61974334716797,2025-09-05T00:28:20.205Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,VBOX_Lat_Min,33.532501220703125,2025-09-05T00:28:20.205Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,Steering_Angle,6.9,2025-09-05T00:28:20.205Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,speed,123.04,2025-09-05T00:28:20.205Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,Laptrigger_lapdist_dls,3701,2025-09-05T00:28:20.163Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,nmot,7011,2025-09-05T00:28:20.163Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,accx_can,0.233,2025-09-05T00:28:20.163Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,accy_can,0.031,2025-09-05T00:28:20.163Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,aps,100,2025-09-05T00:28:20.163Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,pbrake_r,0,2025-09-05T00:28:20.163Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,pbrake_f,0,2025-09-05T00:28:20.163Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,gear,2,2025-09-05T00:28:20.163Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,VBOX_Long_Minutes,-86.61974334716797,2025-09-05T00:28:20.163Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,VBOX_Lat_Min,33.532501220703125,2025-09-05T00:28:20.163Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,Steering_Angle,6.800000000000001,2025-09-05T00:28:20.163Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,accx_can,0.233,2025-09-05T00:28:20.118Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,accy_can,0.021,2025-09-05T00:28:20.118Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,aps,100,2025-09-05T00:28:20.118Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,pbrake_r,0,2025-09-05T00:28:20.118Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,pbrake_f,0,2025-09-05T00:28:20.118Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,gear,2,2025-09-05T00:28:20.118Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,VBOX_Long_Minutes,-86.6197738647461,2025-09-05T00:28:20.118Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,VBOX_Lat_Min,33.5324821472168,2025-09-05T00:28:20.118Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,Steering_Angle,6,2025-09-05T00:28:20.118Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,accx_can,0.256,2025-09-05T00:28:20.075Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,accy_can,0.006,2025-09-05T00:28:20.075Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,aps,100,2025-09-05T00:28:20.075Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,pbrake_r,0,2025-09-05T00:28:20.075Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,pbrake_f,0,2025-09-05T00:28:20.075Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,gear,2,2025-09-05T00:28:20.075Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,VBOX_Long_Minutes,-86.6197738647461,2025-09-05T00:28:20.075Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,VBOX_Lat_Min,33.5324821472168,2025-09-05T00:28:20.075Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,Steering_Angle,5.2,2025-09-05T00:28:20.075Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,accx_can,0.255,2025-09-05T00:28:20.032Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,accy_can,0.01,2025-09-05T00:28:20.032Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,aps,100,2025-09-05T00:28:20.032Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,pbrake_r,0,2025-09-05T00:28:20.032Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,pbrake_f,0,2025-09-05T00:28:20.032Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,gear,2,2025-09-05T00:28:20.032Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,VBOX_Long_Minutes,-86.61979675292969,2025-09-05T00:28:20.032Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,VBOX_Lat_Min,33.5324592590332,2025-09-05T00:28:20.032Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,Steering_Angle,4.5,2025-09-05T00:28:20.032Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,accx_can,0.23900000000000002,2025-09-05T00:28:19.989Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,accy_can,-0.013000000000000001,2025-09-05T00:28:19.989Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,aps,100,2025-09-05T00:28:19.989Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,pbrake_r,0,2025-09-05T00:28:19.989Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,pbrake_f,0,2025-09-05T00:28:19.989Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,gear,2,2025-09-05T00:28:19.989Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,VBOX_Long_Minutes,-86.61979675292969,2025-09-05T00:28:19.989Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,VBOX_Lat_Min,33.5324592590332,2025-09-05T00:28:19.989Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,Steering_Angle,3.9000000000000004,2025-09-05T00:28:19.989Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.772Z,GR86-002-000,0,speed,119.49000000000001,2025-09-05T00:28:19.989Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.771Z,GR86-002-000,0,accx_can,0.258,2025-09-05T00:28:19.946Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.771Z,GR86-002-000,0,accy_can,-0.028,2025-09-05T00:28:19.946Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.771Z,GR86-002-000,0,aps,100,2025-09-05T00:28:19.946Z,GR86-002-000,0
,2,I_R06_2025-09-07,R1,kafka:gr-raw,2025-09-06T18:40:41.771Z,GR86-002-000,0,pbrake_r,0,2025-09-05T00:28:19.946Z,GR86-002-000,0
